         2232065 function calls (2223159 primitive calls) in 32.806 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11066    0.003    0.000    0.009    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:594(dtype)
       81    0.001    0.000    0.009    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/sessions.py:391(__init__)
        2    0.000    0.000    0.009    0.004 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/arrow.py:56(dataframe)
        2    0.000    0.000    0.009    0.004 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:321(preinit)
       81    0.000    0.000    0.009    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/poolmanager.py:189(_new_pool)
       40    0.001    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:648(get_handle)
38090/37928    0.005    0.000    0.008    0.000 {method 'encode' of 'str' objects}
       81    0.000    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:536(_match_hostname)
7459/7337    0.007    0.000    0.008    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
       81    0.000    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connectionpool.py:930(__init__)
    11209    0.007    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:5109(__contains__)
     8732    0.004    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1494(_is_dtype_type)
     2081    0.002    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/blocks.py:164(_consolidate_key)
        2    0.000    0.000    0.008    0.004 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:944(data_frame_to_bytes)
       81    0.001    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connectionpool.py:177(__init__)
     2998    0.008    0.000    0.008    0.000 {built-in method numpy.empty}
       82    0.001    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:633(from_httplib)
      573    0.001    0.000    0.008    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/structures.py:40(__init__)
    20/10    0.000    0.000    0.007    0.001 {built-in method builtins.exec}
      737    0.003    0.000    0.007    0.000 <frozen _collections_abc>:941(update)
       20    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
       81    0.001    0.000    0.007    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/ssl_match_hostname.py:98(match_hostname)
        2    0.000    0.000    0.007    0.003 {built-in method from_pandas}
    73352    0.007    0.000    0.007    0.000 {method 'decode' of 'bytes' objects}
     2416    0.002    0.000    0.007    0.000 <frozen _collections_abc>:771(get)
    12555    0.004    0.000    0.006    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:718(_values)
    75476    0.006    0.000    0.006    0.000 {built-in method builtins.getattr}
     3406    0.002    0.000    0.006    0.000 <__array_function__ internals>:177(concatenate)
       84    0.005    0.000    0.006    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:232(__init__)
      574    0.001    0.000    0.006    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/sessions.py:61(merge_setting)
      202    0.001    0.000    0.006    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/adapters.py:173(init_poolmanager)
    25017    0.005    0.000    0.006    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.006    0.003 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:562(dataframe_to_arrays)
     3303    0.002    0.000    0.006    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:1314(_set_as_cached)
      425    0.001    0.000    0.006    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:723(_set_axis)
    11066    0.005    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:2000(dtype)
       82    0.001    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/utils.py:199(get_netrc_auth)
        1    0.005    0.005    0.005    0.005 {built-in method duckdb.duckdb.close}
       82    0.002    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/email/feedparser.py:469(_parse_headers)
      586    0.003    0.000    0.005    0.000 {pandas._libs.lib.maybe_convert_objects}
     3284    0.001    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1388(np_find_common_type)
       63    0.001    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:2279(_merge_blocks)
       80    0.000    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/_default.py:175(_load_credentials_from_info)
      328    0.000    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:453(_validate_dtype)
      734    0.001    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:221(putheader)
      327    0.001    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/url.py:274(_normalize_host)
    29787    0.005    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/_config/__init__.py:33(using_copy_on_write)
      245    0.005    0.000    0.005    0.000 {built-in method io.open}
      164    0.000    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:124(extract_cookies_to_jar)
       33    0.000    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/empty.py:26(empty)
      646    0.005    0.000    0.005    0.000 {built-in method posix.stat}
       73    0.000    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:957(close)
       34    0.000    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/markdown.py:33(markdown)
      368    0.002    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1656(pandas_dtype)
      215    0.000    0.000    0.005    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:123(maybe_convert_platform)
      160    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:1259(wait)
    12589    0.003    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:328(is_hashable)
       73    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/socket.py:499(close)
      892    0.002    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/queue.py:122(put)
       73    0.003    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/ssl.py:1368(_real_close)
     4639    0.004    0.000    0.004    0.000 {method 'match' of 're.Pattern' objects}
      834    0.002    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:374(urlparse)
      160    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:2014(_wait)
       80    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:1151(_is_binary_mode)
    43739    0.004    0.000    0.004    0.000 {method 'lower' of 'str' objects}
      202    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/poolmanager.py:171(__init__)
     2414    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1209(is_float_dtype)
       45    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/metrics_util.py:242(_get_command_telemetry)
       82    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/models.py:484(prepare_headers)
     1280    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:1878(<genexpr>)
      281    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/ssl_match_hostname.py:25(_dnsname_match)
      243    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/encodings/idna.py:145(encode)
      328    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:1873(from_array)
       80    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/_default.py:650(<lambda>)
      160    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/_cloud_sdk.py:73(get_application_default_credentials_path)
    11209    0.003    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/common.py:367(apply_if_callable)
     3284    0.001    0.000    0.004    0.000 <__array_function__ internals>:177(result_type)
      411    0.002    0.000    0.004    0.000 <frozen posixpath>:229(expanduser)
       80    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/_default.py:431(_get_authorized_user_credentials)
       40    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:4901(reindex)
      202    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/retry.py:243(__init__)
       97    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:6342(copy)
       80    0.001    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/_default.py:247(_get_explicit_environ_credentials)
        1    0.003    0.003    0.004    0.004 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:1172(_get_binary_io_classes)
       40    0.000    0.000    0.004    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:5106(reindex)
     3827    0.002    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/construction.py:644(_sanitize_ndim)
     3631    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/common.py:571(require_length_match)
     6568    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/concat.py:76(<genexpr>)
       82    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connectionpool.py:262(_get_conn)
      164    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/structures.py:76(copy)
      734    0.002    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:1242(putheader)
      885    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/queue.py:154(get)
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:5540(isna)
       84    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:880(_enqueue_message)
       81    0.003    0.000    0.003    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/retry.py:340(from_int)
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:7878(isna)
    12691    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
      245    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/url.py:300(<listcomp>)
     3303    0.002    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:3625(get_loc)
      160    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/_cloud_sdk.py:45(get_config_path)
      248    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:276(get_dtypes)
       80    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/oauth2/credentials.py:465(from_authorized_user_info)
       80    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:2001(_try_wait)
      470    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:753(_update_chunk_length)
      387    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/_config/config.py:260(__call__)
     1520    0.002    0.000    0.003    0.000 <frozen posixpath>:71(join)
     3287    0.002    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:686(__call__)
      410    0.000    0.000    0.003    0.000 <frozen genericpath>:16(exists)
       84    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/scriptrunner/script_run_context.py:116(enqueue)
      369    0.003    0.000    0.003    0.000 {method 'update' of '_hashlib.HASH' objects}
       82    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:1270(endheaders)
       82    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:208(putrequest)
       81    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/ssl.py:1188(getpeercert)
        2    0.000    0.000    0.003    0.001 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:611(<listcomp>)
      371    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1171(maybe_infer_to_datetimelike)
       16    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:583(convert_column)
       16    0.003    0.000    0.003    0.000 {pyarrow.lib.array}
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:11311(any)
      164    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1680(extract_cookies)
       84    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/scriptrunner/script_runner.py:307(_enqueue_forward_msg)
       82    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:1032(_send_output)
      530    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/contextlib.py:141(__exit__)
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:285(_get_filepath_or_buffer)
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:106(isna)
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:11010(any)
 1002/962    0.001    0.000    0.003    0.000 {built-in method builtins.all}
       40    0.000    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:189(_isna)
      735    0.001    0.000    0.003    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/url.py:305(_idna_encode)
