         2232065 function calls (2223159 primitive calls) in 32.806 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1336    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:108(_noop)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/base64.py:51(b64encode)
      201    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:254(get)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/socket.py:489(_decref_socketios)
        2    0.000    0.000    0.000    0.000 {method 'write_table' of 'pyarrow.lib._CRecordBatchWriter' objects}
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_helpers.py:342(_parse_generation_header)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:1233(poll)
       74    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/__init__.py:87(maybe_show_cached_st_function_warning)
      492    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       81    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
      137    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
       45    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:167(get_annotations)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/transport/requests.py:90(__enter__)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/safe_session_state.py:51(register_widget)
      248    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1458(_check_file_or_buffer)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:242(__set_name__)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:1234(_validate_host)
      492    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
      114    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/construction.py:469(<listcomp>)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/hooks.py:22(dispatch_hook)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/_helpers/__init__.py:83(__init__)
     2079    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/contextlib.py:460(__init__)
      162    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/ssl.py:740(verify_mode)
       38    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
      152    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
      179    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1077(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/collections/__init__.py:350(namedtuple)
      437    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      320    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:164(__getitem__)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/utils.py:133(super_len)
      283    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       51    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:143(get_locked_cursor)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/socket.py:505(detach)
       87    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       45    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/collections/__init__.py:660(update)
      368    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       63    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:32(get_container_cursor)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:99(is_file_like)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:828(<setcomp>)
       59    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:450(_engine_type)
      171    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/__init__.py:31(exists)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:592(register_widget)
      685    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      255    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:809(_reset_identity)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:193(_userinfo)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_download.py:147(_prepare_request)
      114    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/frame.py:4240(_clear_item_cache)
       82    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
    37/14    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:174(getwidth)
       18    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:365(__setitem__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:523(_get_axis)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/contextlib.py:527(_push_exit_callback)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:1217(_validate_method)
      202    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/adapters.py:73(__init__)
      249    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:3019(<genexpr>)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:268(_cleanup)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/email/message.py:330(set_payload)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:188(validate_header_arg)
      245    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/hooks.py:16(<dictcomp>)
      611    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       41    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state_proxy.py:80(__getitem__)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/timeout.py:198(start_connect)
      164    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/structures.py:60(__len__)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/oauth2/credentials.py:261(refresh_handler)
       19    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/api.py:367(default_index)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/requests/download.py:581(_add_decoder)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/poolmanager.py:303(_merge_pool_kwargs)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/platform.py:1007(_sys_version)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:149(LegacyVersion)
      172    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:336(client)
      316    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
      119    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/exceptions.py:474(from_http_response)
      892    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/_internal_utils.py:38(unicode_is_ascii)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/email/feedparser.py:208(_pop_message)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/ssl_.py:325(disable_check_hostname)
      312    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1240(<lambda>)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:1365(_validate_parse_dates_arg)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:189(is_sparse)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/client_options.py:89(__init__)
       43    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/copy.py:66(copy)
       74    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/packages/six.py:642(itervalues)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:482(__prepare__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/components/v1/components.py:163(marshall_component)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:481(__init__)
        3    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1290(_cookies_for_request)
       61    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:2297(<listcomp>)
      226    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:233(__next)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:5414(<genexpr>)
      283    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/request.py:43(__init__)
       39    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:428(append)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:1860(from_blocks)
      344    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      312    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:208(isnum)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PpmImagePlugin.py:1(<module>)
       82    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       57    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/managers.py:1017(from_blocks)
      213    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:300(ismethod)
      586    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/multiarray.py:1079(copyto)
       45    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:973(getmodule)
      247    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/api_core/client_info.py:63(__init__)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/bucket.py:1169(path)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
       95    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/scriptrunner/script_runner.py:303(_is_in_script_thread)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:983(set_ok_verifiability)
      246    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/utils.py:206(<genexpr>)
       44    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/protobuf/internal/enum_type_wrapper.py:115(__getattr__)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:1226(_validate_path)
      160    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:1215(<genexpr>)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/timeout.py:241(read_timeout)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:666(ensure_indexable)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/models.py:944(json)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/sessions.py:91(merge_hooks)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:233(__len__)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/contextlib.py:456(_exit_wrapper)
       61    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
      123    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:390(__getitem__)
       84    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_helpers.py:403(_is_decompressive_transcoding)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/request.py:101(set_file_position)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/blinker/base.py:333(_extract_sender)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:466(parse_ns_headers)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:112(ensure_python_int)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/image.py:281(_ensure_image_size_and_format)
       85    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/cursor.py:23(make_delta_path)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:726(is_third_party)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1578(_cookies_from_attrs_set)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:1211(_process_date_conversion)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/common.py:186(all_none)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/connection.py:108(allowed_gai_family)
       38    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/models.py:1023(close)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/memory_media_file_storage.py:105(load_and_get_id)
       81    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:430(ImageFileDirectory_v2)
      151    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/alert.py:158(dg)
       81    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/ssl_.py:234(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit_searchbox/__init__.py:60(_list_to_options_js)
       20    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:1509(__and__)
      203    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:620(request_host)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:49(get_full_url)
      250    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:44(_debug)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:306(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
      164    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit_searchbox/__init__.py:66(<listcomp>)
       26    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:1006(_find_hms_idx)
       81    0.000    0.000    0.000    0.000 {method 'version' of '_ssl._SSLSocket' objects}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/_helpers.py:549(_add_etag_match_headers)
      122    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       81    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
   190/97    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:323(_main_dg)
      243    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:141(is_url)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/missing.py:949(clean_reindex_fill_method)
      164    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:257(<genexpr>)
       38    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
      120    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
      221    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       80    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      244    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:1249(value)
       43    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/email/parser.py:17(__init__)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/common.py:176(compute_widget_id)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/common.py:505(is_string_dtype)
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/response.py:744(supports_chunked_reads)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:1217(_build_naive)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
      162    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/ssl.py:1150(_check_connected)
       86    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/config_option.py:223(value)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:341(user_project)
       84    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/blinker/_saferef.py:215(__call__)
      160    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/_helpers/__init__.py:310(_to_bytes)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:1369(_missing_)
       19    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/form.py:67(current_form_id)
      174    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/inspect.py:378(isfunction)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:201(call)
       80    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
       78    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/common.py:143(__init__)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/_helpers/__init__.py:336(_bytes_to_unicode)
       82    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/transport/requests.py:94(__exit__)
       80    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/nanops.py:353(_na_ok_dtype)
       41    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/client.py:806(_get_content_length)
       74    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/legacy_caching/caching.py:279(maybe_show_cached_st_function_warning)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/response.py:94(is_response_to_head)
       86    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/urllib/parse.py:421(_checknetloc)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/common.py:1103(_maybe_memory_map)
       16    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/series.py:676(values)
      333    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       40    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/contextlib.py:454(_create_cb_wrapper)
      167    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:172(append)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:405(ensure_dtype_objs)
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
      148    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/cached_message_replay.py:377(maybe_show_cached_st_function_warning)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      120    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/acl.py:144(__init__)
      328    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       80    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/auth/transport/requests.py:66(data)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/memory_media_file_storage.py:46(_calculate_file_id)
       84    0.000    0.000    0.000    0.000 {method 'Clear' of 'google._upb._message.Message' objects}
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:1099(_make_date_converter)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/safe_session_state.py:90(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/util/version/__init__.py:334(__init__)
      128    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:474(resolve_ymd)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/lib/column_config_utils.py:549(marshall_column_config)
      375    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:352(inner)
       40    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:271(_extract_multi_indexer_columns)
       13    0.000    0.000    0.000    0.000 {method 'astimezone' of 'datetime.datetime' objects}
      160    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/subprocess.py:1966(_internal_poll)
      328    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       59    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/internals/construction.py:197(mgr_to_mgr)
      337    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      246    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_upload.py:264(_prepare_request)
      248    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      169    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:203(isword)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
      253    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
