,level_0,index,Player,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,AST/TOV,AST/TOV ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
0,0,1,Steven Adams,C,5,MEM,5,76,2,75,2,2.8,10,5.1,10,0.0,10,0.0,10,5.0,7,0.55,4,0.55,4,1.4,8,2.6,5,0.54,10,4.6,1,5.4,3,10.0,1,3.4,5,2.3,3,0.9,5,0.8,3,1.5,6,2.0,7,6.9,10,17.6,3,0.56,8,0.0,10,0.52,1,17.9,1,22.0,2,19.9,1,16.1,5,1.6,4,2.7,2,19.6,1,12.0,10,3.8,3,3.0,2,6.8,2,0.16,3,1.0,4,1.0,3,2.0,3,2.0,3,2.9,10,69.3,1,26.0,2,4.2,9,0.3,10,0.20000000000000284,10,26.4,1
1,1,2,Bam Adebayo,C,5,MIA,5,56,8,56,6,7.3,2,13.0,4,0.1,10,0.0,10,12.9,1,0.56,4,0.56,4,4.6,1,6.1,1,0.75,8,2.4,2,7.6,1,10.1,1,3.4,5,1.3,9,1.4,2,0.8,3,2.6,3,3.1,1,19.1,3,21.8,2,0.61,1,0.01,10,0.47,1,8.7,1,26.1,1,17.5,2,17.5,5,2.2,2,2.6,2,14.4,3,25.0,3,3.6,3,3.5,1,7.2,2,0.19,3,1.7,3,2.1,1,3.8,2,2.7,2,7.0,10,39.5,2,30.9,1,20.0,1,8.799999999999999,4,0.7999999999999972,10,14.1,6
2,2,8,Grayson Allen,SG,5,MIL,5,66,6,61,5,3.9,8,8.6,8,5.9,3,0.41,1,2.7,10,0.53,4,0.59,4,1.0,9,1.1,9,0.86,3,0.5,8,2.9,8,3.4,8,1.5,9,2.1,4,0.7,8,0.3,8,0.7,10,1.5,9,11.1,8,12.7,8,0.61,1,0.68,1,0.13,8,1.9,8,10.9,8,6.5,8,7.6,9,1.2,8,1.0,7,6.7,10,15.2,9,2.8,4,1.4,8,4.2,5,0.11,3,0.6,5,-0.2,6,0.4,6,1.1,6,19.2,2,15.8,7,9.700000000000001,9,4.7,8,1.4000000000000001,9,68.4,1,24.7,1
3,3,9,Jarrett Allen,C,5,CLE,5,56,8,56,6,6.6,3,9.7,7,0.2,10,0.1,10,9.6,3,0.69,1,0.68,1,2.9,3,4.2,3,0.71,8,3.4,1,7.3,1,10.8,1,1.6,9,0.9,10,0.8,7,1.3,1,1.7,5,1.7,9,16.1,5,23.0,1,0.7,1,0.02,10,0.43,1,12.0,1,24.5,1,18.4,1,8.2,9,1.2,8,3.7,1,12.7,4,18.1,7,5.4,1,3.0,2,8.5,1,0.22,1,2.7,2,1.2,2,3.9,2,2.7,2,3.8,10,62.4,1,29.4,2,4.6,8,1.7999999999999998,9,1.8000000000000114,10,23.6,2
4,4,15,Giannis Antetokounmpo,PF,5,MIL,5,67,5,67,4,10.3,1,18.6,1,3.6,8,0.29,10,15.0,1,0.62,1,0.58,4,8.3,1,11.4,1,0.72,8,2.0,2,9.6,1,11.6,1,5.8,2,1.8,6,1.1,3,1.4,1,3.3,1,3.2,1,29.9,1,32.1,1,0.63,1,0.19,9,0.62,1,6.6,2,30.4,1,18.7,1,31.7,1,1.6,4,4.0,1,12.2,4,34.9,1,9.2,1,3.7,1,12.9,1,0.28,1,7.6,1,3.5,1,11.2,1,7.4,1,10.0,9,40.6,1,19.8,5,12.0,4,8.200000000000001,4,19.39999999999999,9,11.2,8
5,5,17,Carmelo Anthony,PF,5,LAL,5,69,5,3,10,4.6,7,10.5,7,5.8,4,0.4,3,4.7,8,0.5,7,0.5,7,1.9,6,2.3,6,0.8,5,0.9,5,3.3,7,4.2,7,1.0,10,1.1,10,0.7,8,0.8,3,0.9,9,2.4,4,13.3,6,14.8,6,0.6,5,0.6,2,0.2,6,3.7,4,13.5,5,8.6,5,5.6,10,1.3,7,2.6,2,6.9,10,20.4,6,2.2,6,1.4,8,3.6,6,0.1,6,0.4,6,-0.8,8,-0.5,7,0.7,7,19.1,2,10.100000000000001,9,6.6000000000000005,10,15.2,2,13.100000000000001,2,55.0,2,17.7,3
6,6,18,Cole Anthony,PG,5,ORL,5,65,7,65,4,5.5,5,14.0,4,6.0,3,0.3,8,8.0,4,0.4,10,0.5,7,3.3,3,3.9,3,0.8,5,0.5,8,4.9,3,5.4,4,5.7,2,2.2,4,0.7,8,0.3,8,2.6,3,2.6,3,16.3,4,13.5,7,0.5,9,0.4,6,0.3,3,1.6,9,16.2,4,8.9,5,28.9,2,1.1,8,0.8,8,14.2,3,25.1,3,-0.1,10,1.7,6,1.6,9,0.0,10,-0.6,8,-0.6,7,-1.2,8,0.4,8,16.2,4,14.7,8,21.4,4,9.5,5,11.5,2,42.900000000000006,5,12.1,7
7,7,19,OG Anunoby,SF,5,TOR,5,48,9,48,7,6.4,4,14.5,3,6.6,3,0.4,3,7.9,4,0.5,7,0.5,7,1.9,6,2.5,6,0.8,5,1.5,3,4.0,5,5.5,4,2.6,6,1.5,8,1.5,1,0.5,4,1.7,5,2.7,2,17.1,4,14.8,6,0.6,5,0.5,3,0.2,6,4.4,3,12.6,6,8.3,5,11.0,7,2.1,2,1.4,5,9.7,8,20.5,6,1.8,6,1.9,6,3.7,6,0.1,6,0.4,6,0.1,5,0.5,5,1.1,6,15.1,5,26.3,4,12.5,9,8.0,6,7.7,5,45.5,4,14.4,6
8,8,25,Deni Avdija,SF,5,WAS,5,82,1,8,10,3.0,10,7.1,9,3.2,8,0.3,8,3.9,9,0.5,7,0.5,7,1.3,8,1.7,8,0.8,5,0.6,7,4.5,4,5.2,5,2.0,8,1.8,6,0.7,8,0.5,4,1.1,8,2.3,5,8.4,10,11.6,9,0.5,9,0.4,6,0.2,6,3.0,5,20.5,2,11.9,3,11.8,7,1.5,5,1.9,4,12.0,4,16.3,8,0.6,9,1.8,6,2.4,8,0.1,6,-2.1,10,0.4,4,-1.7,9,0.1,9,14.4,6,22.1,5,26.1,2,4.0,9,3.1,8,44.699999999999996,5,15.4,5
9,9,27,Deandre Ayton,C,5,PHO,5,58,8,58,6,7.6,2,12.0,5,0.3,10,0.4,3,11.7,2,0.6,2,0.6,2,1.8,6,2.4,6,0.8,5,2.6,1,7.7,1,10.2,1,1.4,9,0.9,10,0.7,8,0.7,3,1.6,6,2.4,4,17.2,4,21.9,1,0.7,1,0.0,10,0.2,6,9.6,1,27.1,1,18.6,1,7.6,9,1.1,8,2.1,3,10.7,6,21.4,5,4.1,2,3.1,2,7.3,2,0.2,2,2.2,3,0.6,4,2.8,2,2.1,3,7.0,10,33.300000000000004,2,39.7,1,18.4,1,5.8999999999999995,6,2.6999999999999886,10,14.6,6
10,10,29,Marvin Bagley III,PF,5,TOT,5,48,9,25,9,4.7,7,9.3,7,2.0,9,0.2,10,7.3,5,0.6,2,0.5,7,1.4,8,2.1,7,0.7,9,2.2,2,4.9,3,7.0,3,0.8,10,1.0,10,0.5,10,0.4,6,0.8,10,1.9,8,11.3,8,15.7,5,0.6,5,0.2,9,0.2,6,9.7,1,22.6,2,16.0,2,5.2,10,0.9,10,1.4,5,7.4,9,19.8,6,1.2,8,0.9,9,2.0,9,0.1,6,-0.5,8,-1.8,10,-2.3,10,-0.1,10,9.2,9,32.7,2,36.3,1,8.1,6,1.0999999999999999,9,21.80000000000001,9,13.6,6
11,11,32,LaMelo Ball,PG,5,CHO,5,75,3,75,2,7.2,2,16.7,2,7.5,2,0.4,3,9.2,3,0.5,7,0.5,7,2.8,4,3.2,4,0.9,2,1.4,3,5.2,3,6.7,3,7.6,1,2.3,3,1.6,1,0.4,6,3.3,1,3.2,1,20.1,2,19.7,2,0.6,5,0.4,6,0.2,6,4.7,3,17.4,4,11.0,3,35.7,1,2.4,1,1.2,6,15.3,2,28.2,2,3.4,3,2.5,3,5.8,3,0.1,6,3.3,2,0.1,5,3.4,2,3.3,2,15.9,5,20.4,6,17.599999999999998,6,10.4,5,6.5,6,45.1,5,13.5,6
12,12,33,Lonzo Ball,PG,5,CHI,5,35,10,35,8,4.6,7,10.9,6,7.4,2,0.4,3,3.5,9,0.4,10,0.6,2,0.6,10,0.8,10,0.8,5,1.0,4,4.4,4,5.4,4,5.1,3,2.2,4,1.8,1,0.9,2,2.3,3,2.4,4,13.0,7,14.5,6,0.6,5,0.7,1,0.1,9,3.3,5,14.3,5,8.8,5,20.0,4,2.6,1,2.2,3,17.2,1,17.4,8,0.8,9,1.4,8,2.2,8,0.1,6,0.9,4,1.6,2,2.5,3,1.4,5,19.9,1,15.4,7,4.7,10,5.7,7,6.3,6,67.9,1,24.3,2
13,13,34,Mo Bamba,C,5,ORL,5,71,4,69,3,4.2,7,8.7,8,4.0,7,0.4,3,4.7,8,0.6,2,0.6,2,0.8,9,1.0,10,0.8,5,2.1,2,6.0,2,8.1,2,1.2,10,1.1,10,0.5,10,1.7,1,1.1,8,2.6,3,10.6,8,16.5,4,0.6,5,0.5,3,0.1,9,8.5,2,24.6,1,16.5,2,7.4,9,1.0,9,5.9,1,10.6,6,17.2,8,1.8,6,2.7,3,4.5,5,0.1,6,-0.2,7,0.9,3,0.7,5,1.2,5,14.3,6,28.499999999999996,3,15.7,7,4.5,8,5.7,6,45.6,4,15.4,5
14,14,35,Desmond Bane,SG,5,MEM,5,76,2,76,1,6.7,3,14.5,3,6.9,2,0.4,3,7.6,5,0.5,7,0.6,2,1.8,6,2.0,7,0.9,2,0.6,7,3.8,6,4.4,6,2.7,6,1.8,6,1.2,3,0.4,6,1.5,6,2.6,3,18.2,3,17.6,3,0.6,5,0.5,3,0.1,9,2.1,7,13.6,5,7.7,6,13.5,6,1.9,2,1.1,6,8.7,9,23.1,4,4.5,2,2.7,3,7.2,2,0.2,2,2.5,2,0.3,4,2.7,2,2.7,2,16.8,3,15.299999999999999,7,15.6,7,11.600000000000001,4,9.9,3,47.6,4,14.0,6
15,15,38,Harrison Barnes,PF,5,SAC,5,77,2,77,1,5.1,6,10.8,6,4.7,6,0.4,3,6.2,6,0.5,7,0.6,2,4.4,2,5.4,2,0.8,5,1.1,4,4.5,4,5.6,4,2.4,7,1.6,7,0.7,8,0.2,9,1.5,6,1.2,10,16.4,4,15.7,5,0.6,5,0.4,6,0.5,1,3.4,5,14.9,4,9.1,4,10.5,8,1.0,9,0.5,10,10.4,7,18.8,7,5.0,2,1.0,9,6.0,3,0.1,6,1.5,4,-1.3,9,0.2,6,1.4,5,13.5,7,23.7,4,28.299999999999997,2,4.1000000000000005,9,0.7000000000000001,10,43.199999999999996,5,15.8,5
16,16,39,Scottie Barnes,PF,5,TOR,5,74,3,74,2,6.2,4,12.6,5,2.6,9,0.3,8,10.0,3,0.5,7,0.5,7,2.1,5,2.9,5,0.7,9,2.6,1,4.9,3,7.5,3,3.5,5,1.9,6,1.1,3,0.7,3,1.8,5,2.6,3,15.3,5,16.3,4,0.6,5,0.2,9,0.2,6,7.7,2,15.8,4,11.5,3,14.7,6,1.5,5,2.1,3,11.7,5,19.0,7,3.7,3,2.9,2,6.6,3,0.1,6,0.5,5,0.4,4,0.9,5,1.9,3,10.9,9,26.400000000000002,3,32.5,1,11.600000000000001,4,8.799999999999999,4,20.700000000000003,9,8.9,9
17,17,40,RJ Barrett,SF,5,NYK,5,70,4,70,3,7.0,3,17.1,2,5.8,4,0.3,8,11.3,2,0.4,10,0.5,7,4.1,2,5.8,2,0.7,9,0.9,5,4.9,3,5.8,4,3.0,5,1.4,8,0.6,9,0.2,9,2.2,3,2.0,7,20.0,3,13.7,7,0.5,9,0.3,8,0.3,3,2.9,5,15.5,4,9.1,4,14.9,6,0.9,10,0.7,9,9.9,7,27.6,2,0.1,10,2.2,4,2.3,8,0.0,10,-0.3,7,-1.3,9,-1.6,9,0.2,9,12.0,8,30.9,3,24.3,3,6.800000000000001,7,4.2,7,33.8,7,12.3,7
18,18,41,Will Barton,SG,5,DEN,5,71,4,71,3,5.5,5,12.6,5,6.1,3,0.4,3,6.6,6,0.5,7,0.5,7,1.4,8,1.8,8,0.8,5,0.6,7,4.2,5,4.8,5,3.9,4,2.2,4,0.8,7,0.4,6,1.8,5,1.6,9,14.7,6,13.4,7,0.6,5,0.5,3,0.1,9,2.2,7,14.1,5,8.3,5,17.6,5,1.2,8,1.2,6,11.8,5,20.8,5,1.2,8,1.9,6,3.2,7,0.1,6,0.4,6,-0.9,8,-0.5,7,0.9,6,16.0,4,18.6,6,18.0,6,6.7,7,8.7,4,48.0,4,14.8,6
19,19,45,Nicolas Batum,PF,5,LAC,5,59,8,54,6,3.0,10,6.6,10,4.6,6,0.4,3,2.0,10,0.6,2,0.6,2,0.4,10,0.6,10,0.7,9,0.5,8,3.8,6,4.3,6,1.7,8,2.4,3,1.0,4,0.7,3,0.7,10,1.4,10,8.3,10,13.5,7,0.6,5,0.7,1,0.1,9,2.2,7,15.8,4,9.2,4,9.7,8,1.9,2,2.4,3,9.0,8,13.3,10,1.6,7,2.1,5,3.7,6,0.1,6,0.5,5,1.9,1,2.3,3,1.6,4,20.2,1,12.1,9,4.3999999999999995,10,5.7,7,8.0,4,69.8,1,25.0,1
20,20,47,Darius Bazley,PF,5,OKC,5,69,5,53,6,4.0,8,9.4,7,3.9,7,0.3,8,5.5,7,0.5,7,0.5,7,1.7,7,2.5,6,0.7,9,1.0,4,5.3,3,6.3,3,1.4,9,1.1,10,0.8,7,1.0,2,1.3,7,1.0,10,10.8,8,12.6,8,0.5,9,0.4,6,0.3,3,3.7,4,19.8,3,11.6,3,7.7,9,1.5,5,3.4,2,11.1,6,18.3,7,-0.5,10,2.2,4,1.8,9,0.0,10,-2.1,10,0.3,4,-1.8,9,0.1,9,12.7,8,30.7,3,25.1,3,1.0999999999999999,10,1.7000000000000002,9,41.4,5,16.1,5
21,21,48,Bradley Beal,SG,5,WAS,5,40,10,40,8,8.7,1,19.3,1,5.3,5,0.3,8,14.0,1,0.5,7,0.5,7,4.2,2,5.1,2,0.8,5,1.0,4,3.8,6,4.7,5,6.6,1,1.9,6,0.9,5,0.4,6,3.4,1,2.4,4,23.2,2,17.5,4,0.5,9,0.3,8,0.3,3,3.0,5,11.4,7,7.3,7,30.8,2,1.2,8,0.9,8,13.6,3,30.8,1,0.6,9,0.7,10,1.4,9,0.0,10,2.0,3,-1.2,9,0.8,5,1.0,6,13.1,7,19.7,6,25.2,3,17.1,2,10.8,3,27.200000000000003,8,5.9,10
22,22,49,Malik Beasley,SG,5,MIN,5,79,1,18,10,4.2,7,10.8,6,8.1,1,0.4,3,2.7,10,0.4,10,0.5,7,0.6,10,0.8,10,0.8,5,0.3,10,2.5,9,2.9,10,1.5,9,3.0,1,0.5,10,0.2,9,0.5,10,1.1,10,12.1,7,11.9,9,0.5,9,0.8,1,0.1,9,1.4,10,11.2,7,6.2,9,8.5,9,1.0,9,0.6,9,4.7,10,19.4,7,1.7,7,1.2,8,2.9,7,0.1,6,0.7,5,-1.5,10,-0.7,8,0.7,7,20.8,1,8.799999999999999,10,6.6000000000000005,10,5.2,8,4.5,7,74.9,1,27.5,1
23,23,57,Patrick Beverley,PG,5,MIN,5,58,8,54,6,3.1,9,7.5,9,4.2,7,0.3,8,3.3,9,0.5,7,0.5,7,1.7,7,2.3,6,0.7,9,1.1,4,3.1,7,4.1,7,4.6,3,3.5,1,1.2,3,0.9,2,1.3,7,3.0,1,9.2,9,14.8,6,0.5,9,0.6,2,0.3,3,4.4,3,13.2,6,8.7,5,24.5,3,2.2,2,3.4,2,12.9,3,16.1,8,2.3,6,1.7,6,4.1,5,0.1,6,0.6,5,2.1,1,2.7,2,1.7,4,16.6,3,17.0,7,20.599999999999998,4,5.0,8,1.7999999999999998,9,55.60000000000001,2,19.1,3
24,24,58,Saddiq Bey,SF,5,DET,5,82,1,82,1,5.5,5,13.9,4,7.4,2,0.4,3,6.4,6,0.4,10,0.5,7,2.6,4,3.1,4,0.8,5,1.3,3,4.1,5,5.4,4,2.8,6,2.3,3,0.9,5,0.2,9,1.2,7,1.6,9,16.1,5,14.0,7,0.5,9,0.5,3,0.2,6,4.1,4,14.1,5,8.8,5,13.8,6,1.3,7,0.5,10,7.1,10,21.3,5,2.4,5,1.6,7,4.0,6,0.1,6,0.9,4,-1.2,9,-0.3,7,1.2,5,17.4,3,16.6,7,15.7,7,7.199999999999999,6,6.800000000000001,5,53.7,3,17.3,4
25,25,63,Eric Bledsoe,PG,5,LAC,5,54,9,29,9,3.6,9,8.7,8,3.0,8,0.3,8,5.6,7,0.5,7,0.5,7,1.6,7,2.2,7,0.8,5,0.5,8,2.9,8,3.4,8,4.2,4,2.0,5,1.3,2,0.4,6,2.1,4,1.6,9,9.9,9,12.5,8,0.5,9,0.4,6,0.2,6,2.2,7,11.6,7,7.1,7,24.1,3,2.5,1,1.2,6,18.3,1,20.5,6,-0.5,10,1.8,6,1.3,10,0.0,10,-2.1,10,1.3,2,-0.8,8,0.4,8,14.2,6,23.1,4,19.400000000000002,5,10.7,4,12.0,2,34.8,7,8.7,10
26,26,65,Bogdan Bogdanović,SG,5,ATL,5,63,7,27,9,5.4,6,12.6,5,7.3,2,0.4,3,5.3,7,0.5,7,0.5,7,1.5,7,1.8,8,0.8,5,0.5,8,3.5,6,4.0,7,3.1,5,2.8,2,1.1,3,0.2,9,1.1,8,2.1,7,15.1,5,15.4,5,0.6,5,0.6,2,0.1,9,1.7,9,13.0,6,7.4,7,15.5,5,1.8,3,0.7,9,7.7,9,21.6,5,2.5,5,1.2,8,3.7,6,0.1,6,1.5,4,-0.2,6,1.3,4,1.5,4,18.6,2,11.3,9,11.5,9,10.8,4,8.6,4,57.8,2,18.9,3
27,27,66,Bojan Bogdanović,PF,5,UTA,5,69,5,69,3,6.1,4,13.4,4,6.8,3,0.4,3,6.7,6,0.5,7,0.6,2,3.2,3,3.8,3,0.9,2,0.8,5,3.4,7,4.3,6,1.7,8,1.0,10,0.5,10,0.0,10,1.7,5,1.7,9,18.1,3,15.7,5,0.6,5,0.5,3,0.3,3,3.1,5,11.8,7,7.6,6,8.7,8,0.8,10,0.0,10,10.2,7,23.7,4,3.6,3,1.6,7,5.2,4,0.1,6,1.6,4,-1.6,10,0.0,6,1.1,6,15.6,5,14.7,8,25.0,3,8.4,6,1.5,9,50.4,3,17.1,4
28,28,70,Devin Booker,SG,5,PHO,5,68,5,68,3,9.7,1,20.9,1,7.0,2,0.4,3,13.9,1,0.5,7,0.5,7,4.6,1,5.3,2,0.9,2,0.7,6,4.4,4,5.0,5,4.8,3,2.0,5,1.1,3,0.4,6,2.4,3,2.6,3,26.8,1,21.3,2,0.6,5,0.3,8,0.3,3,2.1,7,13.2,6,7.8,6,22.4,4,1.6,4,1.0,7,9.3,8,32.0,1,4.3,2,3.3,2,7.6,2,0.2,2,3.9,1,0.2,5,4.1,1,3.6,1,16.1,4,11.0,9,15.8,7,22.400000000000002,1,17.1,1,33.69999999999999,7,7.8,10
29,29,77,Mikal Bridges,SF,5,PHO,5,82,1,82,1,5.6,5,10.5,7,3.8,7,0.4,3,6.7,6,0.6,2,0.6,2,1.6,7,1.9,7,0.8,5,0.9,5,3.3,7,4.2,7,2.3,7,2.9,1,1.2,3,0.4,6,0.8,10,1.8,8,14.2,6,14.4,6,0.6,5,0.4,6,0.2,6,2.9,5,10.0,9,6.5,8,8.7,8,1.6,4,1.1,6,6.8,10,15.0,9,5.2,1,3.7,1,8.9,1,0.2,2,0.5,5,1.1,2,1.6,4,2.6,2,13.3,7,22.7,5,20.5,5,15.9,2,4.5,7,36.4,7,10.3,8
30,30,78,Miles Bridges,PF,5,CHO,5,80,1,80,1,7.5,2,15.2,3,5.8,4,0.3,8,9.4,3,0.6,2,0.6,2,3.3,3,4.2,3,0.8,5,1.1,4,5.9,2,7.0,3,3.8,4,2.0,5,0.9,5,0.8,3,1.9,4,2.4,4,20.2,2,17.9,3,0.6,5,0.4,6,0.3,3,3.3,5,17.8,3,10.4,4,15.7,5,1.3,7,2.2,3,9.9,7,22.6,4,5.0,2,2.3,4,7.2,2,0.1,6,1.8,3,-0.3,6,1.5,4,2.5,2,12.4,8,35.699999999999996,2,21.2,4,2.0,10,2.9000000000000004,8,38.20000000000001,6,15.5,5
31,31,80,Malcolm Brogdon,PG,5,IND,5,36,10,36,8,6.8,3,15.1,3,5.2,5,0.3,8,9.9,3,0.5,7,0.5,7,4.0,2,4.6,3,0.9,2,0.9,5,4.2,5,5.1,5,5.9,2,2.8,2,0.8,7,0.4,6,2.1,4,2.0,7,19.1,3,18.0,3,0.6,5,0.3,8,0.3,3,3.0,5,14.3,5,8.6,5,26.9,2,1.2,8,1.0,7,11.1,6,24.6,3,2.2,6,0.4,10,2.7,8,0.1,6,2.8,2,-0.5,7,2.3,3,1.3,5,13.2,7,28.499999999999996,3,19.2,5,10.299999999999999,5,7.7,5,34.30000000000001,7,10.2,8
32,32,84,Dillon Brooks,SF,5,MEM,5,32,10,31,9,7.1,3,16.4,2,4.7,6,0.3,8,11.8,2,0.5,7,0.5,7,2.8,4,3.3,4,0.8,5,0.9,5,2.3,10,3.2,9,2.8,6,1.7,7,1.1,3,0.3,8,1.6,6,3.3,1,18.4,3,15.5,5,0.5,9,0.3,8,0.2,6,3.4,5,8.8,10,6.0,9,15.4,6,1.9,2,0.8,8,8.0,9,28.8,2,0.7,9,0.9,9,1.6,9,0.1,6,-1.0,8,-0.8,8,-1.8,9,0.0,9,13.3,7,19.6,6,24.9,3,18.6,1,8.6,4,28.299999999999997,8,6.7,10
33,33,85,Bruce Brown,SF,5,BRK,5,72,4,45,7,3.6,9,7.0,9,1.3,10,0.4,3,5.7,7,0.5,7,0.5,7,1.3,8,1.8,8,0.8,5,1.4,3,3.4,7,4.8,5,2.1,7,2.6,2,1.1,3,0.7,3,0.8,10,2.4,4,9.0,9,15.0,6,0.6,5,0.2,9,0.2,6,6.3,2,14.7,4,10.6,4,11.5,7,2.1,2,2.6,2,9.1,8,15.0,9,2.8,4,2.0,5,4.8,5,0.1,6,-0.4,7,1.1,2,0.7,5,1.2,5,8.4,10,39.300000000000004,2,30.2,1,10.299999999999999,5,1.6,9,18.60000000000001,9,13.5,6
34,34,93,Jaylen Brown,SF,5,BOS,5,66,6,66,4,8.7,1,18.4,2,7.0,2,0.4,3,11.4,2,0.5,7,0.5,7,3.7,2,4.8,2,0.8,5,0.8,5,5.3,3,6.1,3,3.5,5,1.3,9,1.1,3,0.3,8,2.7,2,2.5,3,23.6,2,18.9,3,0.6,5,0.4,6,0.3,3,2.6,6,16.7,4,9.8,4,17.9,4,1.6,4,0.7,9,11.6,5,30.5,1,2.3,6,3.4,1,5.8,3,0.1,6,1.9,3,0.1,5,2.1,3,2.2,3,14.5,6,20.0,6,23.400000000000002,4,9.4,5,9.1,4,38.099999999999994,6,10.7,8
35,35,99,Jalen Brunson,SG,5,DAL,5,79,1,61,5,6.4,4,12.8,4,3.2,8,0.4,3,9.6,3,0.6,2,0.6,2,2.3,5,2.7,5,0.8,5,0.5,8,3.4,7,3.9,7,4.8,3,3.0,1,0.8,7,0.0,10,1.6,6,1.9,8,16.3,4,17.1,4,0.6,5,0.2,9,0.2,6,1.9,8,11.7,7,6.8,8,24.3,3,1.3,7,0.1,10,10.1,7,21.9,5,4.9,2,2.7,3,7.5,2,0.1,6,0.9,4,0.0,5,0.9,5,1.9,3,13.1,7,14.7,8,28.799999999999997,2,18.9,1,12.6,2,25.0,9,6.1,10
36,36,102,Reggie Bullock,SF,5,DAL,5,68,5,37,8,3.0,10,7.4,9,5.8,4,0.4,3,1.6,10,0.6,2,0.5,7,0.6,10,0.7,10,0.8,5,0.5,8,3.1,7,3.5,8,1.2,10,2.0,5,0.6,9,0.2,9,0.6,10,1.6,9,8.6,9,9.2,10,0.6,5,0.8,1,0.1,9,1.9,8,12.2,6,7.0,7,6.1,10,1.1,8,0.7,9,7.1,10,13.3,10,1.2,8,2.0,5,3.2,7,0.1,6,-1.4,9,0.0,5,-1.4,9,0.3,9,20.9,1,9.6,10,4.8,10,3.2,9,4.2,7,78.2,1,29.2,1
37,37,104,Alec Burks,SG,5,NYK,5,81,1,44,7,3.5,9,9.0,8,4.8,6,0.4,3,4.2,9,0.4,10,0.5,7,2.7,4,3.3,4,0.8,5,0.6,7,4.3,4,4.9,5,3.0,5,2.7,2,1.0,4,0.3,8,1.1,8,2.7,2,11.7,7,13.7,7,0.6,5,0.5,3,0.4,2,2.1,7,16.6,4,9.2,4,15.7,5,1.8,3,1.1,6,9.7,8,17.7,7,3.2,3,2.9,2,6.1,3,0.1,6,-0.4,7,1.2,2,0.8,5,1.7,4,17.4,3,12.4,9,16.5,6,11.1,4,6.6000000000000005,6,53.4,3,17.0,4
38,38,106,Jimmy Butler,SF,5,MIA,5,57,8,57,6,7.0,3,14.5,3,2.0,9,0.2,10,12.5,1,0.5,7,0.5,7,6.9,1,8.0,1,0.9,2,1.8,2,4.1,5,5.9,3,5.5,2,2.6,2,1.6,1,0.5,4,2.1,4,1.5,9,21.4,2,23.6,1,0.6,5,0.1,10,0.6,1,6.1,2,13.5,5,9.9,4,26.4,2,2.4,1,1.5,4,10.5,7,26.5,3,6.2,1,2.9,2,9.2,1,0.2,2,4.5,1,1.9,1,6.3,1,4.0,1,9.6,9,30.599999999999998,3,29.099999999999998,2,19.5,1,6.800000000000001,5,14.000000000000014,10,9.0,9
39,39,108,Kentavious Caldwell-Pope,SG,5,WAS,5,77,2,77,1,4.7,7,10.8,6,5.3,5,0.4,3,5.5,7,0.5,7,0.5,7,1.8,6,2.0,7,0.9,2,0.5,8,2.9,8,3.4,8,1.9,8,1.5,8,1.1,3,0.3,8,1.3,7,1.8,8,13.2,6,12.6,8,0.6,5,0.5,3,0.2,6,2.0,7,10.3,9,6.2,9,9.1,8,1.8,3,0.9,8,9.8,8,19.0,7,1.4,8,1.4,8,2.8,8,0.1,6,-0.9,8,-0.6,7,-1.5,9,0.3,9,18.1,2,10.5,9,11.700000000000001,9,11.200000000000001,4,17.5,1,49.099999999999994,4,14.8,6
40,40,112,Clint Capela,C,5,ATL,5,74,3,73,2,5.0,6,8.2,8,0.0,10,0.0,10,8.1,4,0.6,2,0.6,2,1.1,9,2.3,6,0.5,10,3.8,1,8.1,1,11.9,1,1.2,10,2.0,5,0.7,8,1.3,1,0.6,10,2.2,6,11.1,8,21.4,2,0.6,5,0.0,10,0.3,3,15.0,1,31.9,1,23.5,1,6.6,10,1.3,7,4.1,1,6.1,10,15.5,9,5.6,1,2.7,3,8.3,1,0.2,2,2.1,3,-0.1,6,2.0,3,2.1,3,2.2,10,76.5,1,22.5,4,0.7000000000000001,10,0.2,10,0.09999999999999432,10,29.5,1
