,index,Player,Pos,Offensive Profile,Defensive Profile,Team,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,AST/TOV,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA 3P,std_areas_FGA
0,0.0,Steven Adams,C,Slasher,Perimeter Lockdown Defender,MEM,75.0,2.8,5.1,0.0,0.0,5.0,0.55,0.55,1.4,2.6,0.54,4.6,5.4,10.0,3.4,0.9,0.8,2.3,1.5,2.0,6.9,17.6,0.56,0.0,0.52,17.9,22.0,19.9,16.1,1.6,2.7,19.6,12.0,3.8,3.0,6.8,0.16,1.0,1.0,2.0,2.0,2.9,69.3,26.0,4.2,0.3,0.20000000000000284,26.4
1,1.0,Bam Adebayo,C,Paint Threat,Paint Protector/Rim Defender,MIA,56.0,7.3,13.0,0.1,0.0,12.9,0.56,0.56,4.6,6.1,0.75,2.4,7.6,10.1,3.4,1.4,0.8,1.3,2.6,3.1,19.1,21.8,0.61,0.01,0.47,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,3.6,3.5,7.2,0.19,1.7,2.1,3.8,2.7,7.0,39.5,30.9,20.0,8.799999999999999,0.7999999999999972,14.1
2,2.0,Grayson Allen,SG,Pure Shooter/Stretcher,No significant defensive role,MIL,61.0,3.9,8.6,5.9,0.41,2.7,0.53,0.59,1.0,1.1,0.86,0.5,2.9,3.4,1.5,0.7,0.3,2.1,0.7,1.5,11.1,12.7,0.61,0.68,0.13,1.9,10.9,6.5,7.6,1.2,1.0,6.7,15.2,2.8,1.4,4.2,0.11,0.6,-0.2,0.4,1.1,19.2,15.8,9.700000000000001,4.7,1.4000000000000001,68.4,24.7
3,3.0,Jarrett Allen,C,Paint Threat,Switchable Defender,CLE,56.0,6.6,9.7,0.2,0.1,9.6,0.69,0.68,2.9,4.2,0.71,3.4,7.3,10.8,1.6,0.8,1.3,0.9,1.7,1.7,16.1,23.0,0.7,0.02,0.43,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,5.4,3.0,8.5,0.22,2.7,1.2,3.9,2.7,3.8,62.4,29.4,4.6,1.7999999999999998,1.8000000000000114,23.6
4,4.0,Giannis Antetokounmpo,PF,Creator/Facilitator,Perimeter Lockdown Defender,MIL,67.0,10.3,18.6,3.6,0.29,15.0,0.62,0.58,8.3,11.4,0.72,2.0,9.6,11.6,5.8,1.1,1.4,1.8,3.3,3.2,29.9,32.1,0.63,0.19,0.62,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,9.2,3.7,12.9,0.28,7.6,3.5,11.2,7.4,10.0,40.6,19.8,12.0,8.200000000000001,19.39999999999999,11.2
5,5.0,Carmelo Anthony,PF,No significant offensive role,No significant defensive role,LAL,3.0,4.6,10.5,5.8,0.38,4.7,0.52,0.54,1.9,2.3,0.83,0.9,3.3,4.2,1.0,0.7,0.8,1.1,0.9,2.4,13.3,14.8,0.58,0.55,0.22,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,2.2,1.4,3.6,0.1,0.4,-0.8,-0.5,0.7,19.1,10.100000000000001,6.6000000000000005,15.2,13.100000000000001,55.0,17.7
6,6.0,Cole Anthony,PG,Creator/Facilitator,No significant defensive role,ORL,65.0,5.5,14.0,6.0,0.34,8.0,0.43,0.46,3.3,3.9,0.85,0.5,4.9,5.4,5.7,0.7,0.3,2.2,2.6,2.6,16.3,13.5,0.52,0.43,0.28,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,-0.1,1.7,1.6,0.04,-0.6,-0.6,-1.2,0.4,16.2,14.7,21.4,9.5,11.5,42.900000000000006,12.1
7,7.0,OG Anunoby,SF,Versatile Scorer,No significant defensive role,TOR,48.0,6.4,14.5,6.6,0.36,7.9,0.51,0.53,1.9,2.5,0.75,1.5,4.0,5.5,2.6,1.5,0.5,1.5,1.7,2.7,17.1,14.8,0.55,0.46,0.17,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,1.8,1.9,3.7,0.1,0.4,0.1,0.5,1.1,15.1,26.3,12.5,8.0,7.7,45.5,14.4
8,8.0,Deni Avdija,SF,No significant offensive role,Perimeter Lockdown Defender,WAS,8.0,3.0,7.1,3.2,0.32,3.9,0.52,0.5,1.3,1.7,0.76,0.6,4.5,5.2,2.0,0.7,0.5,1.8,1.1,2.3,8.4,11.6,0.54,0.45,0.24,3.0,20.5,11.9,11.8,1.5,1.9,12.0,16.3,0.6,1.8,2.4,0.06,-2.1,0.4,-1.7,0.1,14.4,22.1,26.1,4.0,3.1,44.699999999999996,15.4
9,9.0,Deandre Ayton,C,Paint Threat,Paint Protector/Rim Defender,PHO,58.0,7.6,12.0,0.3,0.37,11.7,0.64,0.64,1.8,2.4,0.75,2.6,7.7,10.2,1.4,0.7,0.7,0.9,1.6,2.4,17.2,21.9,0.66,0.03,0.2,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,4.1,3.1,7.3,0.2,2.2,0.6,2.8,2.1,7.0,33.300000000000004,39.7,18.4,5.8999999999999995,2.6999999999999886,14.6
10,10.0,Marvin Bagley III,PF,No significant offensive role,Rebounding Specialist,TOT,25.0,4.7,9.3,2.0,0.24,7.3,0.58,0.53,1.4,2.1,0.66,2.2,4.9,7.0,0.8,0.5,0.4,1.0,0.8,1.9,11.3,15.7,0.55,0.22,0.23,9.7,22.6,16.0,5.2,0.9,1.4,7.4,19.8,1.2,0.9,2.0,0.08,-0.5,-1.8,-2.3,-0.1,9.2,32.7,36.3,8.1,1.0999999999999999,21.80000000000001,13.6
11,11.0,LaMelo Ball,PG,Creator/Facilitator,No significant defensive role,CHO,75.0,7.2,16.7,7.5,0.39,9.2,0.46,0.52,2.8,3.2,0.87,1.4,5.2,6.7,7.6,1.6,0.4,2.3,3.3,3.2,20.1,19.7,0.55,0.45,0.19,4.7,17.4,11.0,35.7,2.4,1.2,15.3,28.2,3.4,2.5,5.8,0.12,3.3,0.1,3.4,3.3,15.9,20.4,17.599999999999998,10.4,6.5,45.1,13.5
12,12.0,Lonzo Ball,PG,Pure Shooter/Stretcher,Perimeter Lockdown Defender,CHI,35.0,4.6,10.9,7.4,0.42,3.5,0.42,0.57,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.2,2.3,2.4,13.0,14.5,0.57,0.68,0.07,3.3,14.3,8.8,20.0,2.6,2.2,17.2,17.4,0.8,1.4,2.2,0.09,0.9,1.6,2.5,1.4,19.9,15.4,4.7,5.7,6.3,67.9,24.3
13,13.0,Mo Bamba,C,Paint Threat,Switchable Defender,ORL,69.0,4.2,8.7,4.0,0.38,4.7,0.56,0.57,0.8,1.0,0.78,2.1,6.0,8.1,1.2,0.5,1.7,1.1,1.1,2.6,10.6,16.5,0.58,0.46,0.12,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,1.8,2.7,4.5,0.12,-0.2,0.9,0.7,1.2,14.3,28.499999999999996,15.7,4.5,5.7,45.6,15.4
14,14.0,Desmond Bane,SG,Versatile Scorer,Perimeter Lockdown Defender,MEM,76.0,6.7,14.5,6.9,0.44,7.6,0.48,0.56,1.8,2.0,0.9,0.6,3.8,4.4,2.7,1.2,0.4,1.8,1.5,2.6,18.2,17.6,0.59,0.48,0.14,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.5,2.7,7.2,0.15,2.5,0.3,2.7,2.7,16.8,15.299999999999999,15.6,11.600000000000001,9.9,47.6,14.0
15,15.0,Harrison Barnes,PF,No significant offensive role,No significant defensive role,SAC,77.0,5.1,10.8,4.7,0.39,6.2,0.52,0.55,4.4,5.4,0.83,1.1,4.5,5.6,2.4,0.7,0.2,1.6,1.5,1.2,16.4,15.7,0.62,0.43,0.5,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,5.0,1.0,6.0,0.11,1.5,-1.3,0.2,1.4,13.5,23.7,28.299999999999997,4.1000000000000005,0.7000000000000001,43.199999999999996,15.8
16,16.0,Scottie Barnes,PF,No significant offensive role,Perimeter Lockdown Defender,TOR,74.0,6.2,12.6,2.6,0.3,10.0,0.54,0.52,2.1,2.9,0.74,2.6,4.9,7.5,3.5,1.1,0.7,1.9,1.8,2.6,15.3,16.3,0.55,0.21,0.23,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,3.7,2.9,6.6,0.12,0.5,0.4,0.9,1.9,10.9,26.400000000000002,32.5,11.600000000000001,8.799999999999999,20.700000000000003,8.9
17,17.0,RJ Barrett,SF,Versatile Scorer,No significant defensive role,NYK,70.0,7.0,17.1,5.8,0.34,11.3,0.44,0.47,4.1,5.8,0.71,0.9,4.9,5.8,3.0,0.6,0.2,1.4,2.2,2.0,20.0,13.7,0.51,0.34,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,0.05,-0.3,-1.3,-1.6,0.2,12.0,30.9,24.3,6.800000000000001,4.2,33.8,12.3
18,18.0,Will Barton,SG,Versatile Scorer,No significant defensive role,DEN,71.0,5.5,12.6,6.1,0.36,6.6,0.5,0.52,1.4,1.8,0.8,0.6,4.2,4.8,3.9,0.8,0.4,2.2,1.8,1.6,14.7,13.4,0.55,0.48,0.14,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.07,0.4,-0.9,-0.5,0.9,16.0,18.6,18.0,6.7,8.7,48.0,14.8
19,19.0,Nicolas Batum,PF,Pure Shooter/Stretcher,Perimeter Lockdown Defender,LAC,54.0,3.0,6.6,4.6,0.4,2.0,0.61,0.6,0.4,0.6,0.66,0.5,3.8,4.3,1.7,1.0,0.7,2.4,0.7,1.4,8.3,13.5,0.61,0.7,0.1,2.2,15.8,9.2,9.7,1.9,2.4,9.0,13.3,1.6,2.1,3.7,0.12,0.5,1.9,2.3,1.6,20.2,12.1,4.3999999999999995,5.7,8.0,69.8,25.0
20,20.0,Darius Bazley,PF,No significant offensive role,Perimeter Lockdown Defender,OKC,53.0,4.0,9.4,3.9,0.3,5.5,0.51,0.48,1.7,2.5,0.69,1.0,5.3,6.3,1.4,0.8,1.0,1.1,1.3,1.0,10.8,12.6,0.52,0.41,0.26,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,-0.5,2.2,1.8,0.04,-2.1,0.3,-1.8,0.1,12.7,30.7,25.1,1.0999999999999999,1.7000000000000002,41.4,16.1
21,21.0,Bradley Beal,SG,Creator/Facilitator,No significant defensive role,WAS,40.0,8.7,19.3,5.3,0.3,14.0,0.51,0.49,4.2,5.1,0.83,1.0,3.8,4.7,6.6,0.9,0.4,1.9,3.4,2.4,23.2,17.5,0.54,0.27,0.26,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.05,2.0,-1.2,0.8,1.0,13.1,19.7,25.2,17.1,10.8,27.200000000000003,5.9
22,22.0,Malik Beasley,SG,No significant offensive role,No significant defensive role,MIN,18.0,4.2,10.8,8.1,0.38,2.7,0.43,0.53,0.6,0.8,0.82,0.3,2.5,2.9,1.5,0.5,0.2,3.0,0.5,1.1,12.1,11.9,0.54,0.75,0.07,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,1.7,1.2,2.9,0.07,0.7,-1.5,-0.7,0.7,20.8,8.799999999999999,6.6000000000000005,5.2,4.5,74.9,27.5
23,23.0,Patrick Beverley,PG,No significant offensive role,Perimeter Lockdown Defender,MIN,54.0,3.1,7.5,4.2,0.34,3.3,0.48,0.5,1.7,2.3,0.72,1.1,3.1,4.1,4.6,1.2,0.9,3.5,1.3,3.0,9.2,14.8,0.54,0.56,0.3,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.13,0.6,2.1,2.7,1.7,16.6,17.0,20.599999999999998,5.0,1.7999999999999998,55.60000000000001,19.1
24,24.0,Saddiq Bey,SF,No significant offensive role,No significant defensive role,DET,82.0,5.5,13.9,7.4,0.35,6.4,0.45,0.49,2.6,3.1,0.83,1.3,4.1,5.4,2.8,0.9,0.2,2.3,1.2,1.6,16.1,14.0,0.53,0.54,0.22,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4.0,0.07,0.9,-1.2,-0.3,1.2,17.4,16.6,15.7,7.199999999999999,6.800000000000001,53.7,17.3
25,25.0,Eric Bledsoe,PG,No significant offensive role,Perimeter Lockdown Defender,LAC,29.0,3.6,8.7,3.0,0.31,5.6,0.48,0.48,1.6,2.2,0.76,0.5,2.9,3.4,4.2,1.3,0.4,2.0,2.1,1.6,9.9,12.5,0.51,0.35,0.25,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,-0.5,1.8,1.3,0.05,-2.1,1.3,-0.8,0.4,14.2,23.1,19.400000000000002,10.7,12.0,34.8,8.7
26,26.0,Bogdan Bogdanović,SG,No significant offensive role,No significant defensive role,ATL,27.0,5.4,12.6,7.3,0.37,5.3,0.52,0.54,1.5,1.8,0.84,0.5,3.5,4.0,3.1,1.1,0.2,2.8,1.1,2.1,15.1,15.4,0.56,0.58,0.14,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,0.1,1.5,-0.2,1.3,1.5,18.6,11.3,11.5,10.8,8.6,57.8,18.9
27,27.0,Bojan Bogdanović,PF,No significant offensive role,No significant defensive role,UTA,69.0,6.1,13.4,6.8,0.39,6.7,0.52,0.55,3.2,3.8,0.86,0.8,3.4,4.3,1.7,0.5,0.0,1.0,1.7,1.7,18.1,15.7,0.6,0.5,0.28,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,3.6,1.6,5.2,0.12,1.6,-1.6,0.0,1.1,15.6,14.7,25.0,8.4,1.5,50.4,17.1
28,28.0,Devin Booker,SG,Versatile Scorer,No significant defensive role,PHO,68.0,9.7,20.9,7.0,0.38,13.9,0.51,0.53,4.6,5.3,0.87,0.7,4.4,5.0,4.8,1.1,0.4,2.0,2.4,2.6,26.8,21.3,0.58,0.34,0.26,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,7.6,0.16,3.9,0.2,4.1,3.6,16.1,11.0,15.8,22.400000000000002,17.1,33.69999999999999,7.8
29,29.0,Mikal Bridges,SF,No significant offensive role,Perimeter Lockdown Defender,PHO,82.0,5.6,10.5,3.8,0.37,6.7,0.63,0.6,1.6,1.9,0.83,0.9,3.3,4.2,2.3,1.2,0.4,2.9,0.8,1.8,14.2,14.4,0.63,0.36,0.18,2.9,10.0,6.5,8.7,1.6,1.1,6.8,15.0,5.2,3.7,8.9,0.15,0.5,1.1,1.6,2.6,13.3,22.7,20.5,15.9,4.5,36.4,10.3
30,30.0,Miles Bridges,PF,Versatile Scorer,No significant defensive role,CHO,80.0,7.5,15.2,5.8,0.33,9.4,0.59,0.55,3.3,4.2,0.8,1.1,5.9,7.0,3.8,0.9,0.8,2.0,1.9,2.4,20.2,17.9,0.59,0.38,0.27,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,5.0,2.3,7.2,0.12,1.8,-0.3,1.5,2.5,12.4,35.699999999999996,21.2,2.0,2.9000000000000004,38.20000000000001,15.5
31,31.0,Malcolm Brogdon,PG,Creator/Facilitator,No significant defensive role,IND,36.0,6.8,15.1,5.2,0.31,9.9,0.52,0.5,4.0,4.6,0.86,0.9,4.2,5.1,5.9,0.8,0.4,2.8,2.1,2.0,19.1,18.0,0.56,0.34,0.31,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,2.2,0.4,2.7,0.11,2.8,-0.5,2.3,1.3,13.2,28.499999999999996,19.2,10.299999999999999,7.7,34.30000000000001,10.2
32,32.0,Dillon Brooks,SF,Versatile Scorer,No significant defensive role,MEM,31.0,7.1,16.4,4.7,0.31,11.8,0.48,0.48,2.8,3.3,0.85,0.9,2.3,3.2,2.8,1.1,0.3,1.7,1.6,3.3,18.4,15.5,0.52,0.28,0.2,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,0.7,0.9,1.6,0.09,-1.0,-0.8,-1.8,0.0,13.3,19.6,24.9,18.6,8.6,28.299999999999997,6.7
33,33.0,Bruce Brown,SF,No significant offensive role,Perimeter Lockdown Defender,BRK,45.0,3.6,7.0,1.3,0.4,5.7,0.53,0.54,1.3,1.8,0.76,1.4,3.4,4.8,2.1,1.1,0.7,2.6,0.8,2.4,9.0,15.0,0.57,0.19,0.25,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,8.4,39.300000000000004,30.2,10.299999999999999,1.6,18.60000000000001,13.5
34,34.0,Jaylen Brown,SF,Versatile Scorer,No significant defensive role,BOS,66.0,8.7,18.4,7.0,0.36,11.4,0.54,0.54,3.7,4.8,0.76,0.8,5.3,6.1,3.5,1.1,0.3,1.3,2.7,2.5,23.6,18.9,0.57,0.38,0.26,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,2.3,3.4,5.8,0.12,1.9,0.1,2.1,2.2,14.5,20.0,23.400000000000002,9.4,9.1,38.099999999999994,10.7
35,35.0,Jalen Brunson,SG,Versatile Scorer,No significant defensive role,DAL,61.0,6.4,12.8,3.2,0.37,9.6,0.55,0.55,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,3.0,1.6,1.9,16.3,17.1,0.58,0.25,0.21,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,4.9,2.7,7.5,0.14,0.9,0.0,0.9,1.9,13.1,14.7,28.799999999999997,18.9,12.6,25.0,6.1
36,36.0,Reggie Bullock,SF,No significant offensive role,No significant defensive role,DAL,37.0,3.0,7.4,5.8,0.36,1.6,0.55,0.54,0.6,0.7,0.83,0.5,3.1,3.5,1.2,0.6,0.2,2.0,0.6,1.6,8.6,9.2,0.56,0.78,0.1,1.9,12.2,7.0,6.1,1.1,0.7,7.1,13.3,1.2,2.0,3.2,0.08,-1.4,0.0,-1.4,0.3,20.9,9.6,4.8,3.2,4.2,78.2,29.2
37,37.0,Alec Burks,SG,No significant offensive role,Perimeter Lockdown Defender,NYK,44.0,3.5,9.0,4.8,0.4,4.2,0.38,0.5,2.7,3.3,0.82,0.6,4.3,4.9,3.0,1.0,0.3,2.7,1.1,2.7,11.7,13.7,0.56,0.53,0.36,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.13,-0.4,1.2,0.8,1.7,17.4,12.4,16.5,11.1,6.6000000000000005,53.4,17.0
38,38.0,Jimmy Butler,SF,Creator/Facilitator,Perimeter Lockdown Defender,MIA,57.0,7.0,14.5,2.0,0.23,12.5,0.52,0.5,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.6,2.1,1.5,21.4,23.6,0.59,0.14,0.55,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,6.2,2.9,9.2,0.23,4.5,1.9,6.3,4.0,9.6,30.599999999999998,29.099999999999998,19.5,6.800000000000001,14.000000000000014,9.0
39,39.0,Kentavious Caldwell-Pope,SG,No significant offensive role,No significant defensive role,WAS,77.0,4.7,10.8,5.3,0.39,5.5,0.48,0.53,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.5,1.3,1.8,13.2,12.6,0.57,0.49,0.19,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,1.4,1.4,2.8,0.06,-0.9,-0.6,-1.5,0.3,18.1,10.5,11.700000000000001,11.200000000000001,17.5,49.099999999999994,14.8
40,40.0,Clint Capela,C,Paint Threat,Paint Protector/Rim Defender,ATL,73.0,5.0,8.2,0.0,0.0,8.1,0.61,0.61,1.1,2.3,0.47,3.8,8.1,11.9,1.2,0.7,1.3,2.0,0.6,2.2,11.1,21.4,0.6,0.0,0.28,15.0,31.9,23.5,6.6,1.3,4.1,6.1,15.5,5.6,2.7,8.3,0.2,2.1,-0.1,2.0,2.1,2.2,76.5,22.5,0.7000000000000001,0.2,0.09999999999999432,29.5
41,41.0,Wendell Carter Jr.,PF,Paint Threat,Paint Protector/Rim Defender,ORL,61.0,5.8,11.0,3.5,0.33,7.6,0.62,0.58,2.3,3.3,0.69,2.2,8.2,10.5,2.8,0.6,0.7,1.5,1.9,2.7,15.0,18.4,0.6,0.31,0.3,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,2.6,2.4,5.0,0.13,1.0,0.6,1.6,1.7,12.1,32.7,20.200000000000003,10.100000000000001,5.7,31.299999999999997,10.9
42,42.0,Alex Caruso,SG,No significant offensive role,Perimeter Lockdown Defender,CHI,18.0,2.5,6.2,3.1,0.33,3.2,0.46,0.48,1.4,1.8,0.8,0.8,2.8,3.6,4.0,1.7,0.4,2.9,1.4,2.6,7.4,11.7,0.53,0.49,0.28,3.3,11.2,7.3,18.5,3.0,1.1,16.5,13.3,0.7,1.2,2.0,0.08,-2.2,2.3,0.2,0.6,15.4,25.8,14.499999999999998,4.3,6.3,49.10000000000001,16.4
43,43.0,Jordan Clarkson,SG,No significant offensive role,No significant defensive role,UTA,1.0,5.9,14.1,7.6,0.32,6.5,0.54,0.5,1.8,2.2,0.83,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.6,1.9,16.0,14.9,0.53,0.54,0.16,3.5,10.2,7.0,14.5,1.5,0.7,9.8,26.8,1.5,2.0,3.5,0.08,0.5,-1.2,-0.6,0.7,16.9,9.9,27.200000000000003,7.5,1.7999999999999998,53.6,18.8
44,44.0,John Collins,PF,Paint Threat,Rebounding Specialist,ATL,53.0,6.3,11.9,3.3,0.36,8.7,0.59,0.58,2.5,3.1,0.79,1.7,6.1,7.8,1.8,0.6,1.0,1.6,1.1,3.0,16.2,18.7,0.61,0.27,0.26,6.2,21.5,13.9,8.9,1.0,3.0,7.7,20.5,3.6,1.4,5.1,0.15,1.5,0.0,1.5,1.5,11.0,33.4,21.099999999999998,12.7,5.4,27.39999999999999,10.0
45,45.0,Mike Conley,PG,Creator/Facilitator,Perimeter Lockdown Defender,UTA,72.0,4.8,11.0,5.8,0.41,5.2,0.46,0.54,1.8,2.3,0.8,0.7,2.4,3.0,5.3,1.3,0.3,3.1,1.7,2.0,13.7,17.2,0.57,0.52,0.2,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,4.4,2.3,6.7,0.16,2.4,0.7,3.1,2.7,17.1,7.5,26.8,10.9,2.5,52.300000000000004,18.1
46,46.0,Pat Connaughton,SF,Pure Shooter/Stretcher,Perimeter Lockdown Defender,MIL,19.0,3.5,7.6,5.7,0.4,1.9,0.64,0.6,0.7,0.8,0.83,0.7,3.5,4.2,1.3,0.9,0.2,2.6,0.5,1.3,9.9,13.4,0.62,0.75,0.11,2.9,14.0,8.6,6.6,1.7,0.9,6.3,14.0,2.8,1.6,4.4,0.12,0.8,0.3,1.2,1.4,20.2,16.1,6.5,2.1999999999999997,0.6,74.6,27.8
47,47.0,Robert Covington,PF,Pure Shooter/Stretcher,Perimeter Lockdown Defender,TOT,42.0,2.9,7.0,4.8,0.38,2.2,0.51,0.55,0.8,1.0,0.84,0.8,4.7,5.5,1.3,1.5,1.3,1.2,1.1,2.7,8.5,12.4,0.57,0.68,0.14,3.3,18.9,11.0,6.8,2.6,4.4,12.4,13.5,0.8,2.4,3.2,0.08,-1.6,1.7,0.2,1.1,18.8,17.1,10.8,2.1999999999999997,1.7999999999999998,68.1,24.7
48,48.0,Robert Covington,PF,Pure Shooter/Stretcher,Perimeter Lockdown Defender,TOT,42.0,2.9,7.0,4.8,0.38,2.2,0.51,0.55,0.8,1.0,0.84,0.8,4.7,5.5,1.3,1.5,1.3,1.2,1.1,2.7,8.5,12.4,0.57,0.68,0.14,3.3,18.9,11.0,6.8,2.6,4.4,12.4,13.5,0.8,2.4,3.2,0.08,-1.6,1.7,0.2,1.1,18.9,16.400000000000002,11.0,2.1,2.1,68.39999999999999,24.8
49,49.0,Jae Crowder,PF,No significant offensive role,Perimeter Lockdown Defender,PHO,67.0,3.2,8.1,5.4,0.35,2.7,0.5,0.52,1.1,1.3,0.79,0.4,4.8,5.3,1.9,1.4,0.4,2.4,0.8,2.6,9.4,11.3,0.54,0.67,0.16,1.8,18.0,10.1,8.3,2.4,1.4,8.6,14.6,0.9,3.4,4.3,0.11,-1.3,2.4,1.1,1.5,20.8,5.8999999999999995,9.4,7.9,9.700000000000001,67.1,23.6
50,50.0,Cade Cunningham,SG,Creator/Facilitator,No significant defensive role,DET,64.0,6.7,16.1,5.7,0.31,10.4,0.47,0.47,2.2,2.6,0.84,0.9,4.6,5.5,5.6,1.2,0.7,1.5,3.7,3.1,17.4,13.1,0.5,0.35,0.16,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,-2.4,1.9,-0.5,-0.01,-1.1,-0.5,-1.6,0.2,13.8,21.4,24.9,11.3,7.199999999999999,35.2,10.0
51,51.0,Seth Curry,SG,Pure Shooter/Stretcher,No significant defensive role,TOT,64.0,5.6,11.5,5.8,0.42,5.7,0.55,0.59,1.3,1.5,0.87,0.3,2.8,3.1,3.6,0.8,0.2,2.1,1.7,2.3,15.0,13.7,0.62,0.51,0.13,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.1,0.3,-0.9,-0.6,0.8,19.4,5.3,10.0,13.3,20.8,50.599999999999994,16.1
52,52.0,Seth Curry,SG,Pure Shooter/Stretcher,No significant defensive role,TOT,64.0,5.6,11.5,5.8,0.42,5.7,0.55,0.59,1.3,1.5,0.87,0.3,2.8,3.1,3.6,0.8,0.2,2.1,1.7,2.3,15.0,13.7,0.62,0.51,0.13,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,2.7,1.5,4.2,0.1,0.3,-0.9,-0.6,0.8,19.1,5.5,11.0,13.8,22.3,47.4,14.7
53,53.0,Stephen Curry,PG,Creator/Facilitator,Perimeter Lockdown Defender,GSW,64.0,8.4,19.1,11.7,0.38,7.4,0.53,0.55,4.3,4.7,0.92,0.5,4.7,5.2,6.3,1.3,0.4,2.0,3.2,2.0,25.5,21.4,0.6,0.61,0.24,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,4.6,3.4,8.0,0.17,5.4,0.4,5.8,4.4,19.8,12.0,13.4,6.2,7.1,61.300000000000004,20.8
54,54.0,Anthony Davis,C,Slasher,Perimeter Lockdown Defender,LAL,40.0,9.3,17.4,1.8,0.19,15.6,0.57,0.54,4.4,6.1,0.71,2.7,7.2,9.9,3.1,1.2,2.3,1.5,2.1,2.4,23.2,23.9,0.58,0.1,0.35,8.1,22.0,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2.0,4.5,0.16,2.6,1.2,3.8,2.0,9.6,37.6,19.3,15.0,18.099999999999998,10.0,9.4
55,55.0,DeMar DeRozan,PF,Slasher,No significant defensive role,CHI,76.0,10.2,20.2,1.9,0.35,18.3,0.52,0.52,6.8,7.8,0.88,0.7,4.4,5.2,4.9,0.9,0.3,2.0,2.4,2.3,27.9,23.1,0.59,0.09,0.39,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,7.0,1.8,8.8,0.15,3.4,-0.9,2.5,3.1,13.0,16.400000000000002,15.8,29.7,28.799999999999997,9.299999999999997,8.0
