,index,Player,Pos,Team,Team ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,AST/TOV,AST/TOV ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
165,165.0,Brook Lopez,C,MIL,5,78.0,1,6.1,4,11.5,5,4.7,6,0.37,4,6.9,5,0.64,1,0.61,2,1.9,6,2.4,7,0.78,6,2.0,2,4.7,4,6.7,3,1.3,10,0.5,10,2.5,1,0.9,10,1.4,7,2.6,3,15.9,5,18.4,3,0.63,2,0.4,6,0.21,8,7.2,2,15.3,4,11.4,3,6.1,10,0.7,10,6.7,1,9.8,8,19.3,6,4.1,2,3.9,1,8.0,1,0.16,2,0.8,5,1.3,2,2.1,3,2.5,2,14.0,6,28.1,4,17.0,7,10.8,4,3.5999999999999996,6,40.49999999999999,6,13.0,7
166,166.0,Kyle Lowry,PG,MIA,5,44.0,7,3.6,9,8.8,7,5.6,4,0.34,7,3.2,9,0.51,7,0.51,9,2.1,6,2.5,6,0.86,3,0.8,7,3.3,7,4.1,7,5.1,3,1.0,4,0.4,6,2.7,2,1.9,4,2.6,3,11.2,8,12.6,8,0.56,8,0.64,1,0.28,5,2.8,7,12.9,6,7.7,7,23.4,3,1.7,3,1.2,6,15.9,2,16.7,8,1.5,7,1.9,5,3.4,6,0.1,6,-0.7,8,0.8,3,0.2,6,0.9,6,19.4,1,14.000000000000002,9,9.3,10,8.200000000000001,6,4.5,6,63.99999999999999,1,22.2,2
167,167.0,Lauri Markkanen,PF,UTA,5,66.0,3,8.7,2,17.3,2,7.7,1,0.39,3,9.6,3,0.58,3,0.59,2,5.3,1,6.0,2,0.88,2,2.0,2,6.7,1,8.6,2,1.9,8,0.6,9,0.6,3,1.0,10,1.9,4,2.1,7,25.6,1,22.1,2,0.64,2,0.45,4,0.35,3,6.3,3,20.7,3,13.6,3,8.6,8,0.9,10,1.4,5,8.8,9,26.6,2,6.3,1,1.9,5,8.2,1,0.17,2,4.9,1,-1.0,9,3.8,2,3.3,1,14.6,6,21.3,5,25.1,3,5.3,8,3.6999999999999997,6,44.599999999999994,4,14.9,6
168,168.0,Caleb Martin,SF,MIA,5,49.0,6,3.6,9,7.7,8,3.3,8,0.36,5,4.4,8,0.55,5,0.54,6,1.3,8,1.6,8,0.8,6,1.2,4,3.6,6,4.8,5,1.6,9,1.0,4,0.4,6,1.5,8,1.1,8,2.0,8,9.6,9,11.4,9,0.57,7,0.43,5,0.21,8,4.8,4,15.0,4,9.7,5,8.2,9,1.7,3,1.5,4,11.5,6,14.4,9,1.2,8,2.5,3,3.7,6,0.09,7,-1.8,9,0.5,4,-1.2,8,0.4,8,14.9,5,23.5,5,15.5,8,4.9,8,11.700000000000001,2,44.4,4,13.6,6
169,169.0,KJ Martin,SF,HOU,5,49.0,6,5.0,6,8.8,7,2.6,8,0.32,8,6.1,6,0.68,1,0.62,2,1.8,6,2.7,6,0.68,9,1.5,4,4.0,5,5.5,4,1.5,9,0.5,10,0.4,6,1.4,9,1.1,8,1.8,9,12.7,6,15.4,6,0.64,2,0.3,8,0.31,4,6.0,3,15.8,4,10.8,4,8.1,9,0.9,10,1.3,5,10.0,8,16.4,8,4.2,2,0.7,10,4.9,4,0.1,6,0.6,6,-1.3,10,-0.7,8,0.7,7,9.7,9,41.699999999999996,2,28.1,2,0.3,10,0.0,10,29.900000000000006,8,16.9,4
170,170.0,Bennedict Mathurin,SG,IND,5,17.0,10,5.3,6,12.2,5,4.0,7,0.32,8,8.2,4,0.49,9,0.49,9,4.8,2,5.8,2,0.83,4,1.1,5,3.0,8,4.1,7,1.5,9,0.6,9,0.2,9,0.8,10,1.9,4,2.1,7,16.7,4,13.1,8,0.57,7,0.33,7,0.48,1,4.4,4,11.5,7,7.9,6,7.6,9,1.0,9,0.5,9,11.7,6,24.6,3,1.0,8,0.8,9,1.8,9,0.04,9,-1.2,8,-2.5,10,-3.7,10,-1.0,10,12.1,8,28.599999999999998,3,26.0,3,7.5,6,4.3999999999999995,6,33.5,7,11.8,8
171,171.0,Tyrese Maxey,SG,PHI,5,41.0,7,7.3,3,15.2,3,6.2,3,0.43,1,9.1,3,0.51,7,0.57,4,3.0,4,3.6,4,0.84,4,0.4,9,2.6,9,2.9,10,3.5,5,0.8,7,0.1,10,2.7,2,1.3,7,2.2,6,20.3,3,17.0,4,0.6,4,0.4,6,0.23,7,1.4,10,8.8,9,5.2,10,16.9,5,1.2,8,0.4,10,7.4,10,24.1,3,3.7,3,1.6,6,5.4,3,0.13,4,1.9,3,-1.2,9,0.6,6,1.3,5,14.4,6,22.2,5,20.8,5,10.100000000000001,4,6.0,5,40.9,5,12.1,8
172,172.0,CJ McCollum,PG,NOP,5,75.0,1,7.8,2,17.9,2,7.2,2,0.39,3,10.7,2,0.47,10,0.52,8,2.4,5,3.2,5,0.77,7,0.7,7,3.6,6,4.4,6,5.7,2,0.9,6,0.5,4,2.4,3,2.4,2,2.0,8,20.9,2,15.6,5,0.54,9,0.4,6,0.18,8,2.4,7,11.7,7,7.0,8,25.1,3,1.3,7,1.4,5,11.2,6,26.4,3,1.5,7,2.8,2,4.3,5,0.08,7,1.5,4,-0.7,8,0.8,5,1.9,3,16.0,4,10.8,10,20.8,5,14.799999999999999,2,12.5,1,41.1,5,11.1,8
173,173.0,Jaden McDaniels,SF,MIN,5,79.0,1,4.7,6,9.1,7,3.4,7,0.4,2,5.7,7,0.59,3,0.59,2,1.3,8,1.8,8,0.74,8,1.2,4,2.7,9,3.9,8,1.9,8,0.9,6,1.0,2,1.4,9,1.4,7,3.4,1,12.1,7,12.0,8,0.61,3,0.38,6,0.2,8,4.3,4,9.8,9,7.1,7,8.4,9,1.5,5,2.7,2,12.6,5,15.8,8,2.0,6,2.4,3,4.4,5,0.09,7,-1.7,9,0.5,4,-1.2,8,0.5,7,12.5,7,28.799999999999997,3,21.5,4,8.799999999999999,5,3.4000000000000004,7,37.50000000000001,6,12.5,7
174,174.0,Jalen McDaniels,SF,CHO,5,21.0,10,3.9,8,8.8,7,3.6,7,0.32,8,5.2,7,0.53,6,0.51,9,1.6,7,1.9,8,0.85,3,0.8,7,4.0,5,4.8,5,2.0,8,1.2,2,0.5,4,1.4,9,1.4,7,2.8,2,10.6,8,11.6,9,0.55,8,0.41,5,0.21,8,3.1,6,16.5,4,9.6,5,10.5,8,2.1,2,1.7,4,12.9,5,17.5,7,0.1,10,1.7,6,1.8,9,0.06,8,-2.7,10,0.7,3,-2.0,9,0.0,9,13.1,7,29.799999999999997,3,20.599999999999998,5,7.1,7,1.6,8,40.900000000000006,5,14.4,6
175,175.0,De'Anthony Melton,SG,PHI,5,58.0,5,3.6,9,8.5,8,5.2,4,0.39,3,3.2,9,0.48,9,0.55,6,0.9,9,1.1,9,0.79,6,0.9,6,3.2,7,4.1,7,2.6,7,1.6,1,0.5,4,2.0,5,1.3,7,2.5,4,10.1,8,12.7,8,0.57,7,0.62,2,0.13,9,3.9,5,13.1,6,8.6,6,12.9,7,2.9,1,1.8,3,12.9,5,16.4,8,1.1,8,3.1,1,4.2,5,0.1,6,-0.7,8,1.6,1,0.9,5,1.6,4,17.8,2,18.3,7,13.100000000000001,9,3.6999999999999997,9,2.6,7,62.3,2,21.9,2
176,176.0,Khris Middleton,SF,MIL,5,19.0,10,5.4,5,12.3,4,4.9,5,0.32,8,7.4,5,0.52,7,0.5,9,2.8,4,3.1,5,0.9,1,0.8,7,3.4,6,4.2,7,4.9,3,0.7,8,0.2,9,2.2,4,2.2,3,2.1,7,15.1,5,17.4,4,0.55,8,0.4,6,0.25,6,3.8,5,14.0,5,9.1,5,30.7,1,1.4,6,0.5,9,13.6,4,27.4,2,1.0,8,1.0,8,1.9,9,0.12,5,1.0,5,-0.3,6,0.8,5,0.6,7,16.4,3,11.1,10,18.0,7,17.5,2,13.5,1,39.9,6,10.3,9
177,177.0,Donovan Mitchell,SG,CLE,5,68.0,3,10.0,1,20.6,1,9.3,1,0.39,3,11.3,2,0.57,4,0.57,4,4.7,2,5.4,2,0.87,2,0.9,6,3.3,7,4.3,7,4.4,4,1.5,1,0.4,6,1.7,7,2.6,2,2.5,4,28.3,1,22.9,1,0.61,3,0.45,4,0.26,6,3.1,6,10.9,8,7.0,8,21.4,3,2.0,2,1.0,6,10.3,7,32.1,1,5.4,1,3.5,1,8.9,1,0.18,2,5.6,1,0.6,4,6.3,1,5.0,1,16.0,4,20.7,5,14.799999999999999,8,7.8,6,9.8,2,46.900000000000006,4,14.2,6
178,178.0,Evan Mobley,PF,CLE,5,79.0,1,6.6,3,12.0,5,1.3,9,0.22,10,10.7,2,0.6,2,0.57,4,2.6,5,3.8,4,0.67,9,2.4,2,6.6,1,9.0,2,2.8,6,0.8,7,1.5,1,1.6,7,1.8,4,2.8,2,16.2,4,17.9,3,0.59,5,0.11,9,0.32,4,8.1,2,22.7,2,15.4,2,12.4,7,1.1,9,4.0,1,11.9,5,20.2,6,3.7,3,4.8,1,8.5,1,0.15,2,0.0,6,1.6,1,1.7,4,2.5,2,7.2,10,40.400000000000006,2,32.0,1,12.2,3,3.5000000000000004,7,11.899999999999991,9,13.8,6
179,179.0,Ja Morant,PG,MEM,5,59.0,5,9.3,1,19.9,1,4.9,5,0.31,9,15.0,1,0.52,7,0.5,9,6.1,1,8.1,1,0.75,8,1.0,5,4.9,4,5.9,4,8.1,1,1.1,3,0.3,7,2.4,3,3.4,1,1.6,9,26.2,1,23.3,1,0.56,8,0.25,8,0.41,1,3.3,6,16.1,4,9.7,5,41.1,1,1.6,4,0.7,8,12.6,5,34.9,1,3.4,3,2.6,2,6.0,3,0.15,2,5.2,1,0.5,4,5.7,1,3.8,1,11.1,8,28.9,3,29.5,2,14.399999999999999,3,2.5,7,24.700000000000003,8,10.3,9
180,180.0,Marcus Morris,PF,LAC,5,65.0,4,4.2,7,9.9,6,4.7,6,0.36,5,5.2,7,0.48,9,0.51,9,1.0,9,1.3,9,0.78,6,0.4,9,3.5,6,4.0,8,1.8,8,0.6,9,0.3,7,2.0,5,0.9,10,2.1,7,11.2,8,10.5,9,0.53,9,0.48,4,0.14,9,1.8,9,13.9,5,7.9,6,8.9,8,1.1,9,1.0,6,7.6,10,17.6,7,0.4,9,1.6,6,2.0,8,0.05,9,-1.8,9,-0.2,6,-1.9,9,0.0,9,18.2,2,7.000000000000001,10,11.799999999999999,9,19.900000000000002,1,13.4,1,47.9,4,14.5,6
181,181.0,Monte Morris,PG,WAS,5,61.0,4,4.0,8,8.3,8,3.3,8,0.38,3,5.0,7,0.54,5,0.56,5,1.0,9,1.2,9,0.83,4,0.4,9,3.0,8,3.4,9,5.3,3,0.7,8,0.2,9,5.3,1,1.0,9,1.2,10,10.3,8,15.0,6,0.58,6,0.4,6,0.15,9,1.8,9,11.6,7,6.9,8,26.4,2,1.2,8,0.6,9,9.9,8,15.6,8,3.1,4,1.1,8,4.2,5,0.12,5,0.8,5,-0.4,7,0.5,6,1.1,6,16.2,3,11.799999999999999,9,21.0,4,14.2,3,13.4,1,39.6,6,10.3,9
182,182.0,Trey Murphy III,SF,NOP,5,65.0,4,4.9,6,10.1,6,6.3,3,0.41,1,3.8,9,0.61,2,0.61,2,2.2,6,2.4,7,0.9,1,0.7,7,2.8,8,3.6,8,1.4,10,1.1,3,0.5,4,1.7,7,0.8,10,2.0,8,14.5,5,15.2,6,0.65,1,0.62,2,0.24,7,2.7,7,10.3,9,6.5,8,6.4,10,1.8,3,1.7,4,6.5,10,16.6,8,4.8,2,2.8,2,7.6,2,0.15,2,1.4,4,0.4,5,1.8,3,2.3,2,17.7,2,20.1,6,12.9,9,2.0,10,2.6,7,62.4,2,22.2,2
183,183.0,Dejounte Murray,SG,ATL,5,74.0,2,8.3,2,17.8,2,5.2,4,0.34,7,12.6,1,0.51,7,0.51,9,2.1,6,2.6,6,0.83,4,0.7,7,4.5,4,5.3,4,6.1,2,1.5,1,0.3,7,2.8,2,2.2,3,1.4,10,20.5,3,17.0,4,0.54,9,0.29,8,0.14,9,2.1,8,13.8,5,7.9,6,24.0,3,2.0,2,0.6,9,10.2,7,24.4,3,2.4,5,2.3,3,4.7,4,0.08,7,1.1,4,0.0,6,1.0,4,2.1,3,14.3,6,15.8,8,15.5,8,22.7,1,15.8,1,30.200000000000003,8,5.8,10
184,184.0,Jamal Murray,PG,DEN,5,65.0,4,7.3,3,16.0,2,6.6,2,0.4,2,9.4,3,0.49,9,0.54,6,2.8,4,3.3,4,0.83,4,0.7,7,3.2,7,4.0,8,6.2,2,1.0,4,0.2,9,2.8,2,2.2,3,1.6,9,20.0,3,18.0,3,0.57,7,0.42,5,0.21,8,2.7,7,11.0,8,6.9,8,27.5,2,1.5,5,0.7,8,11.3,6,26.1,3,3.3,3,1.9,5,5.1,4,0.12,5,2.6,2,-1.3,10,1.3,4,1.8,3,16.2,3,14.399999999999999,8,16.1,8,13.4,3,14.2,1,41.900000000000006,5,11.0,8
185,185.0,Keegan Murray,SF,SAC,5,78.0,1,4.4,7,9.8,6,6.3,3,0.41,1,3.5,9,0.53,6,0.58,3,0.8,10,1.0,10,0.76,7,1.1,5,3.5,6,4.6,6,1.2,10,0.8,7,0.5,4,1.5,8,0.8,10,2.0,8,12.2,7,12.3,8,0.6,4,0.64,1,0.1,10,4.3,4,13.4,5,8.9,5,5.5,10,1.2,8,1.5,4,6.8,10,15.8,8,2.6,5,1.7,6,4.3,5,0.09,7,0.4,6,-1.0,9,-0.6,7,0.8,7,17.8,2,17.9,7,10.6,9,4.2,8,2.7,7,64.6,1,22.9,2
186,186.0,Andrew Nembhard,SG,IND,5,63.0,4,3.8,8,8.6,8,3.5,7,0.35,6,5.1,7,0.5,8,0.51,9,0.7,10,0.8,10,0.79,6,0.5,8,2.2,10,2.7,10,4.5,3,0.9,6,0.2,9,2.6,2,1.7,5,2.4,5,9.5,9,10.0,10,0.53,9,0.41,5,0.1,10,1.9,8,8.8,9,5.3,9,22.4,3,1.6,4,0.5,9,15.8,2,16.1,8,0.4,9,0.8,9,1.2,10,0.03,10,-2.4,10,-0.8,8,-3.2,10,-0.6,10,15.3,5,16.900000000000002,7,18.2,6,16.900000000000002,2,6.800000000000001,4,41.2,5,11.4,8
187,187.0,Aaron Nesmith,SF,IND,5,60.0,5,3.5,9,8.1,8,4.3,6,0.37,4,3.8,9,0.5,8,0.52,8,1.6,7,1.9,8,0.84,4,0.8,7,2.9,8,3.8,8,1.3,10,0.8,7,0.5,4,1.3,9,1.0,9,3.2,1,10.1,8,10.5,9,0.57,7,0.53,3,0.24,7,3.8,5,13.1,6,8.5,6,7.4,9,1.4,6,1.6,4,10.3,7,16.8,7,0.9,8,1.1,8,2.0,8,0.05,9,-2.3,10,-0.7,8,-3.0,10,-0.4,10,15.5,4,24.9,4,13.600000000000001,8,6.3,7,2.0,8,53.2,3,18.3,3
188,188.0,Jusuf Nurkić,C,POR,5,52.0,6,5.0,6,9.7,7,2.3,8,0.36,5,7.4,5,0.57,4,0.56,5,2.4,5,3.7,4,0.66,9,2.2,2,6.9,1,9.1,1,2.9,6,0.8,7,0.8,2,1.3,9,2.3,3,3.6,1,13.3,6,17.3,4,0.59,5,0.24,9,0.38,2,9.3,2,29.7,1,19.5,1,16.4,5,1.5,5,2.8,2,16.8,1,22.1,4,1.2,8,1.5,7,2.7,7,0.09,7,-0.6,8,0.7,3,0.1,7,0.7,7,8.6,9,45.1,2,27.900000000000002,2,1.7999999999999998,10,1.6,8,23.60000000000001,8,16.6,4
189,189.0,Royce O'Neale,SF,BRK,5,53.0,6,3.0,10,7.8,8,5.5,4,0.39,3,2.3,10,0.38,10,0.52,8,0.7,10,0.9,10,0.72,9,0.7,7,4.3,4,5.1,5,3.7,4,0.9,6,0.6,3,2.5,3,1.5,6,3.1,1,8.8,9,9.2,10,0.54,9,0.71,1,0.12,10,2.6,7,15.0,4,9.0,5,15.3,6,1.3,7,1.7,4,15.5,2,13.6,9,0.4,9,2.5,3,2.9,7,0.06,8,-1.7,9,0.6,4,-1.1,8,0.5,7,19.6,1,15.5,8,11.799999999999999,9,1.5,10,0.5,10,70.7,1,26.0,1
190,190.0,Victor Oladipo,SG,MIA,5,2.0,10,3.8,8,9.6,7,5.0,5,0.33,7,4.5,8,0.47,10,0.48,10,1.4,8,1.9,8,0.75,8,0.4,9,2.7,9,3.0,9,3.5,5,1.4,1,0.3,7,1.7,7,2.1,3,2.4,5,10.7,8,10.6,9,0.51,10,0.53,3,0.2,8,1.6,9,12.3,6,6.8,8,19.8,4,2.6,1,1.1,6,16.6,1,21.1,5,-0.9,10,1.5,7,0.6,10,0.02,10,-2.9,10,0.8,3,-2.1,9,0.0,9,16.7,3,14.399999999999999,8,15.6,8,10.7,4,5.5,5,53.8,3,17.3,4
191,191.0,Kelly Olynyk,C,UTA,5,68.0,3,4.1,7,8.2,8,3.5,7,0.39,3,4.7,8,0.58,3,0.58,3,2.9,4,3.4,4,0.85,3,1.2,4,5.0,4,6.2,4,3.7,4,0.9,6,0.5,4,1.5,8,2.5,2,3.4,1,12.5,7,14.4,7,0.64,2,0.42,5,0.42,1,4.6,4,18.6,3,11.7,3,17.6,4,1.5,5,1.6,4,20.3,1,17.8,7,2.4,5,1.9,5,4.3,5,0.11,5,-0.4,7,0.9,3,0.4,6,1.2,5,14.5,6,22.3,5,26.8,2,4.8,8,3.8,6,42.300000000000004,5,14.4,6
192,192.0,Kelly Oubre Jr.,SF,CHO,5,40.0,8,7.4,3,17.1,2,7.1,2,0.32,8,10.0,2,0.51,7,0.5,9,3.3,3,4.3,3,0.76,7,1.4,4,3.8,5,5.2,4,1.1,10,1.4,1,0.4,6,0.8,10,1.3,7,2.9,2,20.3,3,14.8,6,0.53,9,0.41,5,0.25,6,4.4,4,12.9,6,8.6,6,5.6,10,2.1,2,1.0,6,6.6,10,26.5,2,0.1,10,1.5,7,1.7,9,0.05,9,-0.4,7,-0.7,8,-1.1,8,0.3,8,13.8,7,25.2,4,20.599999999999998,5,9.3,5,3.5000000000000004,7,41.400000000000006,5,13.2,7
193,193.0,Chris Paul,PG,PHO,5,59.0,5,5.0,6,11.3,5,4.4,6,0.38,3,6.9,5,0.48,9,0.51,9,2.3,5,2.7,6,0.83,4,0.5,8,3.8,5,4.3,7,8.9,1,1.5,1,0.4,6,4.7,1,1.9,4,2.1,7,13.9,6,17.7,3,0.56,8,0.39,6,0.24,7,1.6,9,13.4,5,7.4,7,38.7,1,2.4,1,1.0,6,13.4,4,19.2,6,3.7,3,2.5,3,6.2,3,0.16,2,2.0,3,1.2,2,3.2,2,2.5,2,18.0,2,2.5,10,12.7,9,30.2,1,15.4,1,39.2,6,13.1,7
194,194.0,Mason Plumlee,C,TOT,5,60.0,5,4.2,7,6.1,10,0.0,10,,10,6.1,6,0.68,1,0.68,1,2.5,5,4.0,4,0.64,10,2.9,1,6.0,2,8.9,2,3.1,6,0.6,9,0.6,3,2.1,5,1.5,6,2.7,3,10.8,8,19.6,3,0.69,1,0.0,10,0.65,1,11.8,1,25.1,1,18.4,1,17.3,5,1.1,9,2.0,3,15.8,2,15.2,8,5.5,1,2.4,3,7.9,1,0.18,2,1.2,4,1.0,2,2.2,3,2.2,2,2.7,10,70.7,1,25.0,3,3.3000000000000003,9,1.0,9,0.0,10,27.0,1
195,195.0,Mason Plumlee,C,TOT,5,60.0,5,4.2,7,6.1,10,0.0,10,,10,6.1,6,0.68,1,0.68,1,2.5,5,4.0,4,0.64,10,2.9,1,6.0,2,8.9,2,3.1,6,0.6,9,0.6,3,2.1,5,1.5,6,2.7,3,10.8,8,19.6,3,0.69,1,0.0,10,0.65,1,11.8,1,25.1,1,18.4,1,17.3,5,1.1,9,2.0,3,15.8,2,15.2,8,5.5,1,2.4,3,7.9,1,0.18,2,1.2,4,1.0,2,2.2,3,2.2,2,2.8,10,69.69999999999999,1,25.3,3,3.8,9,1.3,8,-0.0999999999999801,10,26.5,1
196,196.0,Mason Plumlee,C,CHO,5,56.0,5,4.7,6,7.1,9,0.0,10,,10,7.1,5,0.67,1,0.67,1,2.8,4,4.6,3,0.6,10,3.3,1,6.3,2,9.7,1,3.7,4,0.6,9,0.6,3,2.3,4,1.6,6,2.9,2,12.2,7,20.0,2,0.67,1,0.0,10,0.65,1,12.2,1,24.1,2,18.1,1,18.7,4,1.0,9,1.9,3,14.6,3,15.7,8,4.3,2,1.8,5,6.1,3,0.18,2,1.5,4,0.9,3,2.4,3,1.8,3,2.7,10,70.7,1,25.0,3,3.3000000000000003,9,1.0,9,0.0,10,27.0,1
197,197.0,Mason Plumlee,C,CHO,5,56.0,5,4.7,6,7.1,9,0.0,10,,10,7.1,5,0.67,1,0.67,1,2.8,4,4.6,3,0.6,10,3.3,1,6.3,2,9.7,1,3.7,4,0.6,9,0.6,3,2.3,4,1.6,6,2.9,2,12.2,7,20.0,2,0.67,1,0.0,10,0.65,1,12.2,1,24.1,2,18.1,1,18.7,4,1.0,9,1.9,3,14.6,3,15.7,8,4.3,2,1.8,5,6.1,3,0.18,2,1.5,4,0.9,3,2.4,3,1.8,3,2.8,10,69.69999999999999,1,25.3,3,3.8,9,1.3,8,-0.0999999999999801,10,26.5,1
198,198.0,Jakob Poeltl,C,TOT,5,71.0,2,5.4,5,8.6,8,0.0,10,0.0,10,8.6,4,0.63,1,0.63,1,1.7,7,2.8,6,0.59,10,3.3,1,5.8,2,9.1,1,2.7,6,0.9,6,1.2,1,1.6,7,1.7,5,2.7,3,12.5,7,21.0,2,0.64,2,0.0,10,0.32,4,13.0,1,25.5,1,19.0,1,15.2,6,1.7,3,4.0,1,15.0,3,18.2,7,3.7,3,2.2,4,6.0,3,0.15,2,1.1,4,0.8,3,1.9,3,1.9,3,4.6,10,48.699999999999996,1,35.099999999999994,1,13.8,3,0.2,10,2.200000000000017,10,19.0,3
199,199.0,Jakob Poeltl,C,TOT,5,71.0,2,5.4,5,8.6,8,0.0,10,0.0,10,8.6,4,0.63,1,0.63,1,1.7,7,2.8,6,0.59,10,3.3,1,5.8,2,9.1,1,2.7,6,0.9,6,1.2,1,1.6,7,1.7,5,2.7,3,12.5,7,21.0,2,0.64,2,0.0,10,0.32,4,13.0,1,25.5,1,19.0,1,15.2,6,1.7,3,4.0,1,15.0,3,18.2,7,3.7,3,2.2,4,6.0,3,0.15,2,1.1,4,0.8,3,1.9,3,1.9,3,4.9,10,50.0,1,34.300000000000004,1,15.2,2,0.3,10,0.19999999999998863,10,19.5,3
200,200.0,Jakob Poeltl,C,TOT,5,71.0,2,5.4,5,8.6,8,0.0,10,0.0,10,8.6,4,0.63,1,0.63,1,1.7,7,2.8,6,0.59,10,3.3,1,5.8,2,9.1,1,2.7,6,0.9,6,1.2,1,1.6,7,1.7,5,2.7,3,12.5,7,21.0,2,0.64,2,0.0,10,0.32,4,13.0,1,25.5,1,19.0,1,15.2,6,1.7,3,4.0,1,15.0,3,18.2,7,3.7,3,2.2,4,6.0,3,0.15,2,1.1,4,0.8,3,1.9,3,1.9,3,4.2,10,46.5,2,36.5,1,11.3,4,0.0,10,5.700000000000003,10,18.2,3
201,201.0,Jakob Poeltl,C,SAS,5,46.0,7,5.2,6,8.4,8,0.0,10,0.0,10,8.4,4,0.62,2,0.62,2,1.7,7,2.8,6,0.6,10,3.3,1,5.7,3,9.0,2,3.1,6,0.8,7,1.1,1,1.5,8,2.1,3,2.6,3,12.1,7,19.7,3,0.62,3,0.0,10,0.33,3,13.3,1,25.0,2,18.9,1,17.0,5,1.4,6,3.6,1,17.8,1,18.6,6,1.8,6,1.1,8,2.9,7,0.12,5,0.5,6,0.4,5,0.9,5,0.9,6,4.6,10,48.699999999999996,1,35.099999999999994,1,13.8,3,0.2,10,2.200000000000017,10,19.0,3
202,202.0,Jakob Poeltl,C,SAS,5,46.0,7,5.2,6,8.4,8,0.0,10,0.0,10,8.4,4,0.62,2,0.62,2,1.7,7,2.8,6,0.6,10,3.3,1,5.7,3,9.0,2,3.1,6,0.8,7,1.1,1,1.5,8,2.1,3,2.6,3,12.1,7,19.7,3,0.62,3,0.0,10,0.33,3,13.3,1,25.0,2,18.9,1,17.0,5,1.4,6,3.6,1,17.8,1,18.6,6,1.8,6,1.1,8,2.9,7,0.12,5,0.5,6,0.4,5,0.9,5,0.9,6,4.9,10,50.0,1,34.300000000000004,1,15.2,2,0.3,10,0.19999999999998863,10,19.5,3
203,203.0,Jakob Poeltl,C,SAS,5,46.0,7,5.2,6,8.4,8,0.0,10,0.0,10,8.4,4,0.62,2,0.62,2,1.7,7,2.8,6,0.6,10,3.3,1,5.7,3,9.0,2,3.1,6,0.8,7,1.1,1,1.5,8,2.1,3,2.6,3,12.1,7,19.7,3,0.62,3,0.0,10,0.33,3,13.3,1,25.0,2,18.9,1,17.0,5,1.4,6,3.6,1,17.8,1,18.6,6,1.8,6,1.1,8,2.9,7,0.12,5,0.5,6,0.4,5,0.9,5,0.9,6,4.2,10,46.5,2,36.5,1,11.3,4,0.0,10,5.700000000000003,10,18.2,3
204,204.0,Jakob Poeltl,C,TOR,5,25.0,9,5.8,4,8.8,7,0.0,10,,10,8.8,4,0.65,1,0.65,1,1.6,7,2.8,6,0.57,10,3.2,1,5.9,2,9.1,1,2.2,8,1.2,2,1.3,1,2.0,5,1.1,8,3.0,1,13.1,6,23.1,1,0.65,1,0.0,10,0.31,4,12.5,1,26.4,1,19.0,1,12.1,7,2.1,2,4.7,1,10.0,8,17.5,7,1.9,6,1.2,8,3.1,7,0.21,1,2.2,2,1.5,2,3.6,2,1.0,6,4.6,10,48.699999999999996,1,35.099999999999994,1,13.8,3,0.2,10,2.200000000000017,10,19.0,3
205,205.0,Jakob Poeltl,C,TOR,5,25.0,9,5.8,4,8.8,7,0.0,10,,10,8.8,4,0.65,1,0.65,1,1.6,7,2.8,6,0.57,10,3.2,1,5.9,2,9.1,1,2.2,8,1.2,2,1.3,1,2.0,5,1.1,8,3.0,1,13.1,6,23.1,1,0.65,1,0.0,10,0.31,4,12.5,1,26.4,1,19.0,1,12.1,7,2.1,2,4.7,1,10.0,8,17.5,7,1.9,6,1.2,8,3.1,7,0.21,1,2.2,2,1.5,2,3.6,2,1.0,6,4.9,10,50.0,1,34.300000000000004,1,15.2,2,0.3,10,0.19999999999998863,10,19.5,3
