,index,Player,Pos,Team,Team ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,AST/TOV,AST/TOV ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
83,83.0,Kevin Durant,PF,BRK,5,39.0,8,10.5,1,18.8,1,4.8,5,0.38,3,14.0,1,0.62,2,0.61,2,6.8,1,7.3,1,0.93,1,0.4,9,6.4,1,6.7,3,5.3,3,0.8,7,1.5,1,1.5,8,3.5,1,2.4,5,29.7,1,26.2,1,0.67,1,0.26,8,0.39,2,1.1,10,19.4,3,10.5,4,25.9,2,1.1,9,3.5,1,13.7,4,31.5,1,3.9,3,1.7,6,5.7,3,0.19,1,5.8,1,1.2,2,7.0,1,3.2,2,15.1,5,11.0,10,16.2,8,29.2,1,16.8,1,26.799999999999997,8,6.9,10
84,84.0,Kevin Durant,PF,BRK,5,39.0,8,10.5,1,18.8,1,4.8,5,0.38,3,14.0,1,0.62,2,0.61,2,6.8,1,7.3,1,0.93,1,0.4,9,6.4,1,6.7,3,5.3,3,0.8,7,1.5,1,1.5,8,3.5,1,2.4,5,29.7,1,26.2,1,0.67,1,0.26,8,0.39,2,1.1,10,19.4,3,10.5,4,25.9,2,1.1,9,3.5,1,13.7,4,31.5,1,3.9,3,1.7,6,5.7,3,0.19,1,5.8,1,1.2,2,7.0,1,3.2,2,14.9,5,12.3,9,16.3,7,29.2,1,16.5,1,25.700000000000003,8,6.4,10
85,85.0,Jalen Duren,C,DET,5,31.0,8,3.9,8,5.9,10,0.0,10,0.0,10,5.9,6,0.65,1,0.65,1,1.4,8,2.3,7,0.61,10,3.4,1,5.5,3,8.9,2,1.1,10,0.7,8,0.9,2,0.8,10,1.4,7,2.7,3,9.1,9,17.3,4,0.66,1,0.0,10,0.39,2,14.7,1,25.1,1,19.7,1,6.8,10,1.3,7,3.1,2,16.5,1,14.3,9,2.9,4,1.6,6,4.5,4,0.13,4,-0.4,7,-0.4,7,-0.8,8,0.5,7,3.3,10,60.6,1,33.900000000000006,1,4.8,8,0.3,10,0.4000000000000057,10,23.9,2
86,86.0,Anthony Edwards,SG,MIN,5,79.0,1,8.9,2,19.5,1,7.3,2,0.37,4,12.2,1,0.51,7,0.53,7,4.0,2,5.3,2,0.76,7,0.6,8,5.2,3,5.8,4,4.4,4,1.6,1,0.7,3,1.3,9,3.3,1,2.4,5,24.6,2,17.4,4,0.56,8,0.38,6,0.27,5,1.9,8,15.9,4,9.0,5,19.3,4,2.1,2,1.8,3,13.0,4,29.9,1,0.2,9,3.6,1,3.8,6,0.06,8,1.0,5,0.0,6,1.0,4,2.1,3,13.9,7,29.5,3,15.4,8,7.5,6,10.2,2,37.400000000000006,6,11.5,8
87,87.0,Joel Embiid,C,PHI,5,66.0,3,11.0,1,20.1,1,3.0,8,0.33,7,17.1,1,0.59,3,0.57,4,10.0,1,11.7,1,0.86,3,1.7,3,8.4,1,10.2,1,4.2,4,1.0,4,1.7,1,1.2,9,3.4,1,3.1,1,33.1,1,31.4,1,0.66,1,0.15,9,0.58,1,5.9,3,28.3,1,17.3,2,22.9,3,1.4,6,4.6,1,11.9,5,37.0,1,8.4,1,3.9,1,12.3,1,0.26,1,6.8,1,2.3,1,9.2,1,6.4,1,11.2,8,26.900000000000002,4,19.6,6,24.2,1,13.3,1,16.0,9,5.0,10
88,88.0,Dorian Finney-Smith,PF,TOT,5,66.0,3,3.0,10,7.6,9,5.1,5,0.34,7,2.5,10,0.5,8,0.5,9,0.7,10,0.9,10,0.76,7,1.7,3,3.1,8,4.8,5,1.5,9,0.8,7,0.5,4,1.7,7,0.9,10,2.2,6,8.3,10,9.2,10,0.52,10,0.68,1,0.12,10,6.5,3,11.5,7,9.0,5,6.7,10,1.4,6,1.6,4,10.5,7,13.2,9,0.6,9,1.6,6,2.1,8,0.05,9,-1.7,9,-0.3,6,-2.0,9,0.0,9,17.8,2,21.8,5,8.799999999999999,10,1.2,10,0.8,9,67.4,1,24.9,1
89,89.0,Dorian Finney-Smith,PF,TOT,5,66.0,3,3.0,10,7.6,9,5.1,5,0.34,7,2.5,10,0.5,8,0.5,9,0.7,10,0.9,10,0.76,7,1.7,3,3.1,8,4.8,5,1.5,9,0.8,7,0.5,4,1.7,7,0.9,10,2.2,6,8.3,10,9.2,10,0.52,10,0.68,1,0.12,10,6.5,3,11.5,7,9.0,5,6.7,10,1.4,6,1.6,4,10.5,7,13.2,9,0.6,9,1.6,6,2.1,8,0.05,9,-1.7,9,-0.3,6,-2.0,9,0.0,9,18.4,1,20.0,6,7.7,10,1.3,10,1.0,9,70.0,1,25.9,1
90,90.0,Dorian Finney-Smith,PF,TOT,5,66.0,3,3.0,10,7.6,9,5.1,5,0.34,7,2.5,10,0.5,8,0.5,9,0.7,10,0.9,10,0.76,7,1.7,3,3.1,8,4.8,5,1.5,9,0.8,7,0.5,4,1.7,7,0.9,10,2.2,6,8.3,10,9.2,10,0.52,10,0.68,1,0.12,10,6.5,3,11.5,7,9.0,5,6.7,10,1.4,6,1.6,4,10.5,7,13.2,9,0.6,9,1.6,6,2.1,8,0.05,9,-1.7,9,-0.3,6,-2.0,9,0.0,9,16.8,3,24.6,4,10.5,10,1.0,10,0.5,10,63.4,2,23.4,2
91,91.0,Dorian Finney-Smith,PF,DAL,5,40.0,8,3.2,9,7.8,8,5.4,4,0.36,5,2.3,10,0.56,4,0.54,6,0.8,10,1.0,10,0.75,8,1.7,3,3.0,8,4.7,6,1.5,9,1.0,4,0.5,4,1.7,7,0.9,10,2.0,8,9.1,9,10.0,10,0.56,8,0.7,1,0.13,9,6.0,3,11.1,8,8.5,6,6.3,10,1.5,5,1.4,5,9.9,8,12.8,10,0.8,8,0.9,9,1.7,9,0.06,8,-0.9,8,-0.2,6,-1.1,8,0.3,8,17.8,2,21.8,5,8.799999999999999,10,1.2,10,0.8,9,67.4,1,24.9,1
92,92.0,Dorian Finney-Smith,PF,DAL,5,40.0,8,3.2,9,7.8,8,5.4,4,0.36,5,2.3,10,0.56,4,0.54,6,0.8,10,1.0,10,0.75,8,1.7,3,3.0,8,4.7,6,1.5,9,1.0,4,0.5,4,1.7,7,0.9,10,2.0,8,9.1,9,10.0,10,0.56,8,0.7,1,0.13,9,6.0,3,11.1,8,8.5,6,6.3,10,1.5,5,1.4,5,9.9,8,12.8,10,0.8,8,0.9,9,1.7,9,0.06,8,-0.9,8,-0.2,6,-1.1,8,0.3,8,18.4,1,20.0,6,7.7,10,1.3,10,1.0,9,70.0,1,25.9,1
93,93.0,Dorian Finney-Smith,PF,DAL,5,40.0,8,3.2,9,7.8,8,5.4,4,0.36,5,2.3,10,0.56,4,0.54,6,0.8,10,1.0,10,0.75,8,1.7,3,3.0,8,4.7,6,1.5,9,1.0,4,0.5,4,1.7,7,0.9,10,2.0,8,9.1,9,10.0,10,0.56,8,0.7,1,0.13,9,6.0,3,11.1,8,8.5,6,6.3,10,1.5,5,1.4,5,9.9,8,12.8,10,0.8,8,0.9,9,1.7,9,0.06,8,-0.9,8,-0.2,6,-1.1,8,0.3,8,16.8,3,24.6,4,10.5,10,1.0,10,0.5,10,63.4,2,23.4,2
94,94.0,Dorian Finney-Smith,PF,BRK,5,26.0,9,2.6,10,7.3,9,4.7,6,0.31,9,2.7,10,0.43,10,0.45,10,0.6,10,0.7,10,0.79,6,1.8,3,3.1,8,4.9,5,1.6,9,0.7,8,0.6,3,1.6,7,1.0,9,2.5,4,7.2,10,7.7,10,0.47,10,0.63,2,0.1,10,7.5,2,12.3,6,10.0,4,7.4,9,1.2,8,1.9,3,11.5,6,13.9,9,-0.3,10,0.7,10,0.4,10,0.03,10,-3.3,10,-0.4,7,-3.7,10,-0.3,10,17.8,2,21.8,5,8.799999999999999,10,1.2,10,0.8,9,67.4,1,24.9,1
95,95.0,Dorian Finney-Smith,PF,BRK,5,26.0,9,2.6,10,7.3,9,4.7,6,0.31,9,2.7,10,0.43,10,0.45,10,0.6,10,0.7,10,0.79,6,1.8,3,3.1,8,4.9,5,1.6,9,0.7,8,0.6,3,1.6,7,1.0,9,2.5,4,7.2,10,7.7,10,0.47,10,0.63,2,0.1,10,7.5,2,12.3,6,10.0,4,7.4,9,1.2,8,1.9,3,11.5,6,13.9,9,-0.3,10,0.7,10,0.4,10,0.03,10,-3.3,10,-0.4,7,-3.7,10,-0.3,10,18.4,1,20.0,6,7.7,10,1.3,10,1.0,9,70.0,1,25.9,1
96,96.0,Dorian Finney-Smith,PF,BRK,5,26.0,9,2.6,10,7.3,9,4.7,6,0.31,9,2.7,10,0.43,10,0.45,10,0.6,10,0.7,10,0.79,6,1.8,3,3.1,8,4.9,5,1.6,9,0.7,8,0.6,3,1.6,7,1.0,9,2.5,4,7.2,10,7.7,10,0.47,10,0.63,2,0.1,10,7.5,2,12.3,6,10.0,4,7.4,9,1.2,8,1.9,3,11.5,6,13.9,9,-0.3,10,0.7,10,0.4,10,0.03,10,-3.3,10,-0.4,7,-3.7,10,-0.3,10,16.8,3,24.6,4,10.5,10,1.0,10,0.5,10,63.4,2,23.4,2
97,97.0,De'Aaron Fox,PG,SAC,5,73.0,2,9.3,1,18.2,2,5.0,5,0.32,8,13.2,1,0.58,3,0.56,5,4.7,2,6.0,2,0.78,6,0.5,8,3.6,6,4.2,7,6.1,2,1.1,3,0.3,7,2.4,3,2.5,2,2.4,5,25.0,2,21.8,2,0.6,4,0.28,8,0.33,3,1.9,8,12.4,6,7.2,7,29.6,2,1.6,4,0.8,8,10.6,7,30.1,1,5.5,1,1.8,5,7.4,2,0.15,2,3.4,2,-0.9,8,2.5,3,2.7,2,13.5,7,17.1,7,25.1,3,19.400000000000002,1,10.8,2,27.599999999999994,8,6.0,10
98,98.0,Markelle Fultz,PG,ORL,5,60.0,5,5.8,4,11.3,5,1.5,9,0.31,9,9.9,3,0.54,5,0.53,7,1.9,6,2.4,7,0.78,6,1.2,4,2.8,8,3.9,8,5.7,2,1.5,1,0.4,6,2.5,3,2.3,3,2.2,6,14.0,6,16.6,4,0.56,8,0.13,9,0.21,8,4.4,4,10.5,8,7.4,7,29.8,2,2.4,1,1.4,5,15.8,2,21.3,5,1.7,7,2.0,4,3.7,6,0.1,6,-0.1,7,0.7,3,0.5,6,1.2,5,9.8,9,29.9,3,28.000000000000004,2,17.8,2,11.5,2,12.799999999999997,9,7.6,10
99,99.0,Darius Garland,PG,CLE,5,69.0,3,7.6,2,16.4,2,6.0,3,0.41,1,10.4,2,0.49,9,0.54,6,4.0,2,4.7,2,0.86,3,0.4,9,2.3,10,2.7,10,7.8,1,1.2,2,0.1,10,2.7,2,2.9,2,2.1,7,21.6,2,18.8,3,0.59,5,0.36,6,0.28,5,1.3,10,7.6,10,4.5,10,34.1,1,1.7,3,0.3,10,13.5,4,26.9,2,4.5,2,3.0,2,7.6,2,0.15,2,3.2,2,-0.7,8,2.4,3,2.7,2,14.8,5,17.0,7,22.6,4,12.8,3,10.2,2,37.39999999999999,6,9.7,9
100,100.0,Paul George,SF,LAC,5,56.0,5,8.2,2,17.9,2,7.6,1,0.37,4,10.3,2,0.52,7,0.54,6,4.6,2,5.3,2,0.87,2,0.8,7,5.3,3,6.1,4,5.1,3,1.5,1,0.4,6,1.6,7,3.1,1,2.8,2,23.8,2,19.6,3,0.59,5,0.42,5,0.29,5,2.6,7,17.0,4,9.9,4,24.2,3,2.1,2,0.9,7,13.4,4,29.5,2,2.3,5,2.3,3,4.6,4,0.11,5,2.4,2,0.3,5,2.8,2,2.3,2,16.7,3,14.499999999999998,8,14.000000000000002,8,13.200000000000001,3,15.7,1,42.599999999999994,5,11.3,8
101,101.0,Josh Giddey,PF,OKC,5,76.0,1,7.1,3,14.7,3,3.1,8,0.32,8,11.6,2,0.52,7,0.52,8,1.4,8,1.9,8,0.73,8,1.9,2,5.9,2,7.9,2,6.2,2,0.8,7,0.4,6,2.2,4,2.8,2,1.9,8,16.6,4,17.1,4,0.53,9,0.21,9,0.13,9,6.6,3,20.9,3,13.6,3,29.9,2,1.1,9,1.2,6,15.1,3,24.6,3,1.3,7,2.7,2,4.0,5,0.08,7,1.5,4,-0.3,6,1.2,4,1.9,3,9.6,9,30.099999999999998,3,38.1,1,8.9,5,2.1,8,20.799999999999997,9,13.2,7
102,102.0,Shai Gilgeous-Alexander,PG,OKC,5,68.0,3,10.4,1,20.3,1,2.5,8,0.34,7,17.8,1,0.53,6,0.53,7,9.8,1,10.9,1,0.9,1,0.9,6,4.0,5,4.8,5,5.5,2,1.6,1,1.0,2,2.0,5,2.8,2,2.8,2,31.4,1,27.2,1,0.63,2,0.12,9,0.54,1,2.6,7,12.2,7,7.3,7,25.7,3,2.2,1,2.5,2,10.1,7,32.8,1,8.4,1,3.0,2,11.4,1,0.23,1,5.7,1,1.5,2,7.3,1,5.6,1,9.8,9,28.299999999999997,4,27.6,2,24.6,1,7.3,4,12.200000000000003,9,8.6,10
103,103.0,Rudy Gobert,C,MIN,5,70.0,2,5.1,6,7.8,8,0.0,10,0.0,10,7.8,5,0.66,1,0.66,1,3.1,4,4.9,2,0.64,10,3.3,1,8.3,1,11.6,1,1.2,10,0.8,7,1.4,1,0.7,10,1.7,5,3.0,1,13.4,6,18.9,3,0.68,1,0.0,10,0.62,1,12.2,1,29.8,1,21.2,1,5.6,10,1.2,8,3.9,1,14.9,3,16.3,8,4.3,2,3.5,1,7.8,1,0.17,2,0.0,6,0.7,3,0.7,5,1.4,4,2.5,10,77.8,1,19.0,6,2.1999999999999997,9,0.4,10,0.5999999999999943,10,29.7,1
104,104.0,Aaron Gordon,PF,DEN,5,68.0,3,6.3,4,11.2,6,2.5,8,0.35,6,8.6,4,0.63,1,0.6,2,2.8,4,4.6,3,0.61,10,2.4,2,4.1,5,6.6,3,3.0,6,0.8,7,0.8,2,2.1,5,1.4,7,1.9,8,16.3,4,19.5,3,0.62,3,0.23,9,0.41,1,9.4,2,15.4,4,12.5,3,14.2,6,1.3,7,2.2,2,9.8,8,21.1,5,4.6,2,2.2,4,6.8,2,0.16,2,2.4,2,-0.3,6,2.1,3,2.1,3,8.8,9,48.1,1,18.0,7,6.3,7,3.5000000000000004,7,24.10000000000001,8,15.9,5
105,105.0,Eric Gordon,SG,TOT,5,58.0,5,4.2,7,9.5,7,5.2,4,0.37,4,4.3,8,0.54,5,0.55,6,2.1,6,2.5,6,0.82,5,0.2,10,1.7,10,1.9,10,2.7,6,0.6,9,0.4,6,1.8,6,1.5,6,1.1,10,12.4,7,11.8,8,0.59,5,0.55,2,0.26,6,0.9,10,6.7,10,3.8,10,13.4,6,1.1,9,1.2,6,12.5,5,17.8,7,1.8,6,0.5,10,2.3,8,0.06,8,-0.5,7,-1.4,10,-1.9,9,0.1,9,17.2,3,16.400000000000002,7,24.3,3,4.1000000000000005,8,0.6,9,54.599999999999994,2,19.3,3
106,106.0,Eric Gordon,SG,TOT,5,58.0,5,4.2,7,9.5,7,5.2,4,0.37,4,4.3,8,0.54,5,0.55,6,2.1,6,2.5,6,0.82,5,0.2,10,1.7,10,1.9,10,2.7,6,0.6,9,0.4,6,1.8,6,1.5,6,1.1,10,12.4,7,11.8,8,0.59,5,0.55,2,0.26,6,0.9,10,6.7,10,3.8,10,13.4,6,1.1,9,1.2,6,12.5,5,17.8,7,1.8,6,0.5,10,2.3,8,0.06,8,-0.5,7,-1.4,10,-1.9,9,0.1,9,16.5,3,16.3,7,27.400000000000002,2,4.2,8,0.8,9,51.3,3,18.3,3
107,107.0,Eric Gordon,SG,HOU,5,47.0,7,4.5,7,10.2,6,5.2,4,0.35,6,5.0,7,0.54,5,0.53,7,2.3,5,2.9,5,0.82,5,0.3,10,1.8,10,2.1,10,2.9,6,0.6,9,0.4,6,1.6,7,1.8,4,1.0,10,13.1,6,11.4,9,0.57,7,0.51,3,0.28,5,0.9,10,6.7,10,3.8,10,13.8,6,1.0,9,1.2,6,13.4,4,18.1,7,1.0,8,0.1,10,1.1,10,0.04,9,-0.9,8,-1.7,10,-2.6,10,-0.2,10,17.2,3,16.400000000000002,7,24.3,3,4.1000000000000005,8,0.6,9,54.599999999999994,2,19.3,3
108,108.0,Eric Gordon,SG,HOU,5,47.0,7,4.5,7,10.2,6,5.2,4,0.35,6,5.0,7,0.54,5,0.53,7,2.3,5,2.9,5,0.82,5,0.3,10,1.8,10,2.1,10,2.9,6,0.6,9,0.4,6,1.6,7,1.8,4,1.0,10,13.1,6,11.4,9,0.57,7,0.51,3,0.28,5,0.9,10,6.7,10,3.8,10,13.8,6,1.0,9,1.2,6,13.4,4,18.1,7,1.0,8,0.1,10,1.1,10,0.04,9,-0.9,8,-1.7,10,-2.6,10,-0.2,10,16.5,3,16.3,7,27.400000000000002,2,4.2,8,0.8,9,51.3,3,18.3,3
109,109.0,Jerami Grant,PF,POR,5,63.0,4,6.9,3,14.5,3,5.7,3,0.4,2,8.8,4,0.52,7,0.55,6,4.4,2,5.4,2,0.81,5,0.8,7,3.7,5,4.5,6,2.4,7,0.8,7,0.8,2,1.3,9,1.8,4,2.4,5,20.5,3,16.0,5,0.61,3,0.39,6,0.38,2,2.7,7,11.9,7,7.2,7,10.3,8,1.1,9,2.1,2,9.8,8,22.8,4,3.1,4,1.0,8,4.1,5,0.09,7,1.2,4,-1.4,10,-0.2,7,1.0,6,13.9,7,26.400000000000002,4,14.099999999999998,8,8.5,6,10.299999999999999,2,40.7,5,12.1,8
110,110.0,Draymond Green,PF,GSW,5,73.0,2,3.4,9,6.5,9,1.8,9,0.3,9,4.7,8,0.61,2,0.57,4,1.1,9,1.5,9,0.71,9,0.9,6,6.3,2,7.2,3,6.8,1,1.0,4,0.8,2,2.4,3,2.8,2,3.1,1,8.5,9,12.2,8,0.59,5,0.28,8,0.23,7,3.2,6,21.6,2,12.6,3,27.8,2,1.5,5,2.3,2,28.1,1,13.2,9,1.6,7,3.1,1,4.7,4,0.1,6,-1.8,9,2.6,1,0.8,5,1.6,4,10.3,9,29.7,3,36.3,1,4.0,8,2.3,8,27.700000000000003,8,14.1,6
111,111.0,Jalen Green,SG,HOU,5,76.0,1,7.4,3,17.9,2,7.3,2,0.34,7,10.6,2,0.47,10,0.48,10,4.8,2,6.1,1,0.79,6,0.6,8,3.2,7,3.7,8,3.7,4,0.8,7,0.2,9,1.4,9,2.6,2,1.7,9,22.1,2,14.5,7,0.54,9,0.41,5,0.34,3,1.8,9,10.3,9,6.0,9,17.3,5,1.1,9,0.7,8,11.3,6,28.1,2,1.4,7,0.5,10,1.8,9,0.03,10,0.5,6,-2.6,10,-2.1,9,0.0,9,15.2,5,20.200000000000003,6,21.2,4,7.9,6,10.0,2,40.699999999999996,6,11.6,8
112,112.0,Josh Green,SG,DAL,5,21.0,10,3.4,9,6.4,9,2.8,8,0.4,2,3.6,9,0.64,1,0.63,1,1.1,9,1.6,8,0.72,9,0.9,6,2.1,10,3.0,9,1.7,8,0.7,8,0.1,10,1.4,9,1.2,8,2.6,3,9.1,9,11.2,9,0.64,2,0.44,4,0.25,6,4.1,5,9.7,9,6.9,8,9.7,8,1.4,6,0.3,10,14.5,3,14.6,9,1.7,7,0.9,9,2.6,7,0.08,7,-1.9,9,-0.6,7,-2.4,9,-0.2,10,13.1,7,28.499999999999996,3,19.900000000000002,6,6.0,7,1.3,8,44.300000000000004,4,15.5,5
113,113.0,Quentin Grimes,SG,NYK,5,66.0,3,4.0,8,8.5,8,5.7,3,0.39,3,2.7,10,0.64,1,0.6,2,1.1,9,1.4,9,0.8,6,0.7,7,2.5,9,3.2,9,2.1,8,0.7,8,0.4,6,2.1,5,1.0,9,2.5,4,11.3,7,11.7,8,0.62,3,0.68,1,0.16,9,2.5,7,9.4,9,5.9,9,9.7,8,1.1,9,1.2,6,9.7,8,14.4,9,3.2,4,1.6,6,4.8,4,0.11,5,-0.3,7,0.1,5,-0.1,7,1.0,6,17.9,2,24.8,4,4.7,10,1.7999999999999998,10,1.2,8,67.5,1,25.3,1
114,114.0,Rui Hachimura,PF,WAS,5,0.0,10,5.3,6,10.8,6,3.0,8,0.34,7,7.8,5,0.55,5,0.53,7,1.5,8,1.9,8,0.76,7,0.6,8,3.6,6,4.3,7,1.2,10,0.4,10,0.4,6,1.0,10,1.2,8,1.3,10,13.0,6,13.6,7,0.56,8,0.28,8,0.18,8,3.0,6,16.0,4,9.8,4,7.3,9,0.7,10,1.4,5,9.3,8,23.0,4,0.0,10,0.5,10,0.6,10,0.04,9,-1.2,8,-1.4,10,-2.6,10,-0.1,9,13.8,7,20.4,5,18.8,6,17.9,2,15.4,1,27.5,8,4.1,10
115,115.0,Tyrese Haliburton,PG,IND,5,56.0,5,7.4,3,15.0,3,7.2,2,0.4,2,7.8,5,0.57,4,0.59,2,3.1,4,3.6,4,0.87,2,0.6,8,3.1,8,3.7,8,10.4,1,1.6,1,0.4,6,4.2,1,2.5,2,1.2,10,20.7,3,23.6,1,0.62,3,0.48,4,0.24,7,1.9,8,10.1,9,6.0,9,47.6,1,2.3,1,1.1,6,13.2,4,23.8,3,6.4,1,1.2,8,7.6,2,0.2,1,7.0,1,0.2,5,7.2,1,4.4,1,15.8,4,20.9,5,16.3,7,9.2,5,4.8,6,48.8,3,15.4,5
116,116.0,Tim Hardaway Jr.,SF,DAL,5,45.0,7,4.8,6,11.9,5,7.7,1,0.38,3,4.2,9,0.43,10,0.53,7,1.8,6,2.3,7,0.77,7,0.3,10,3.2,7,3.5,8,1.8,8,0.7,8,0.2,9,2.2,4,0.8,10,1.7,9,14.4,5,12.1,8,0.55,8,0.65,1,0.2,8,1.1,10,12.6,6,6.8,8,9.0,8,1.1,9,0.5,9,6.1,10,20.6,5,1.0,8,1.3,7,2.3,8,0.05,9,-0.3,7,-1.5,10,-1.8,9,0.1,9,19.7,1,10.9,10,9.3,10,9.0,5,5.8999999999999995,5,64.9,1,22.5,2
117,117.0,James Harden,PG,PHI,5,58.0,5,6.4,3,14.5,3,7.2,2,0.38,3,7.3,5,0.5,8,0.54,6,5.4,1,6.2,1,0.87,2,0.7,7,5.4,3,6.1,4,10.7,1,1.2,2,0.5,4,3.1,1,3.4,1,1.9,8,21.0,2,21.6,2,0.61,3,0.5,3,0.43,1,2.3,8,17.1,4,9.8,4,43.3,1,1.6,4,1.4,5,16.3,2,25.0,3,5.8,1,2.6,2,8.4,1,0.19,1,5.1,1,0.3,5,5.4,1,4.0,1,16.4,3,16.2,7,18.8,6,10.6,4,4.3,6,50.1,3,15.9,5
118,118.0,Gary Harris,SG,ORL,5,42.0,7,2.9,10,6.4,9,4.5,6,0.43,1,1.9,10,0.49,9,0.6,2,0.6,10,0.6,10,0.9,1,0.4,9,1.6,10,2.0,10,1.2,10,0.9,6,0.3,7,2.0,5,0.6,10,1.9,8,8.3,10,10.5,9,0.62,3,0.71,1,0.1,10,2.0,8,7.4,10,4.7,10,6.9,10,1.8,3,1.0,6,8.0,9,12.6,10,1.3,7,1.1,8,2.3,8,0.1,6,-1.4,9,0.7,3,-0.7,8,0.4,8,19.4,1,14.299999999999999,9,9.1,10,1.6,10,3.9,6,71.1,1,25.9,1
119,119.0,Tobias Harris,SF,PHI,5,74.0,2,5.7,5,11.4,5,4.4,6,0.39,3,7.0,5,0.57,4,0.57,4,1.5,8,1.7,8,0.88,2,0.9,6,4.8,4,5.7,4,2.5,7,0.9,6,0.5,4,2.1,5,1.2,8,2.0,8,14.7,5,14.8,6,0.6,4,0.38,6,0.15,9,3.3,6,17.0,4,10.3,4,11.4,7,1.4,6,1.5,4,9.0,8,18.2,7,3.1,4,2.8,2,5.9,3,0.12,5,0.6,6,0.1,5,0.7,5,1.7,4,13.2,7,26.0,4,22.0,4,10.2,4,3.4000000000000004,7,38.4,6,12.2,8
120,120.0,Josh Hart,SF,TOT,5,52.0,6,3.6,9,6.8,9,2.2,9,0.37,4,4.7,8,0.6,2,0.59,2,1.7,7,2.3,7,0.75,8,1.9,2,5.9,2,7.8,2,3.8,4,1.2,2,0.3,7,2.5,3,1.5,6,2.6,3,9.8,9,14.1,7,0.62,3,0.32,7,0.34,3,6.5,3,21.0,3,13.7,3,16.1,5,1.8,3,0.8,8,16.4,1,12.6,10,3.8,3,2.2,4,6.0,3,0.12,5,-0.2,7,1.1,2,0.9,5,1.8,3,10.6,8,44.4,2,15.0,8,6.5,7,2.5,7,31.599999999999994,7,15.8,5
121,121.0,Josh Hart,SF,TOT,5,52.0,6,3.6,9,6.8,9,2.2,9,0.37,4,4.7,8,0.6,2,0.59,2,1.7,7,2.3,7,0.75,8,1.9,2,5.9,2,7.8,2,3.8,4,1.2,2,0.3,7,2.5,3,1.5,6,2.6,3,9.8,9,14.1,7,0.62,3,0.32,7,0.34,3,6.5,3,21.0,3,13.7,3,16.1,5,1.8,3,0.8,8,16.4,1,12.6,10,3.8,3,2.2,4,6.0,3,0.12,5,-0.2,7,1.1,2,0.9,5,1.8,3,10.6,8,45.5,2,13.200000000000001,9,7.199999999999999,6,3.3000000000000003,7,30.799999999999997,7,15.8,5
122,122.0,Josh Hart,SF,TOT,5,52.0,6,3.6,9,6.8,9,2.2,9,0.37,4,4.7,8,0.6,2,0.59,2,1.7,7,2.3,7,0.75,8,1.9,2,5.9,2,7.8,2,3.8,4,1.2,2,0.3,7,2.5,3,1.5,6,2.6,3,9.8,9,14.1,7,0.62,3,0.32,7,0.34,3,6.5,3,21.0,3,13.7,3,16.1,5,1.8,3,0.8,8,16.4,1,12.6,10,3.8,3,2.2,4,6.0,3,0.12,5,-0.2,7,1.1,2,0.9,5,1.8,3,10.5,8,42.0,2,19.1,6,5.1,8,0.6,9,33.2,7,15.9,5
123,123.0,Josh Hart,SF,POR,5,51.0,6,3.6,9,7.1,9,2.2,9,0.3,9,4.9,7,0.59,3,0.55,6,1.7,7,2.3,7,0.73,8,1.9,2,6.3,2,8.2,2,3.9,4,1.1,3,0.2,9,2.6,2,1.5,6,2.6,3,9.5,9,12.7,8,0.59,5,0.31,8,0.33,3,6.4,3,21.9,2,14.1,2,16.0,5,1.5,5,0.5,9,16.0,2,12.6,10,2.0,6,1.2,8,3.2,6,0.09,7,-0.9,8,0.7,3,-0.2,7,0.8,7,10.6,8,44.4,2,15.0,8,6.5,7,2.5,7,31.599999999999994,7,15.8,5
