Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
221,Brandon Ingram,SF,26,NOP,47,1559,18.7,.584,.241,.304,2.4,14.5,8.4,26.4,1.2,1.6,11.5,27.2,,2.4,1.7,4.1,.127,,2.1,-0.3,1.8,1.5,ingrabr01
222,Kyrie Irving,SG,31,DAL,30,1010,22.1,.591,.355,.196,2.4,14.0,8.1,26.3,1.9,1.1,7.3,29.1,,2.3,0.9,3.2,.151,,5.1,-0.1,5.0,1.8,irvinky01
223,Jonathan Isaac,PF,26,ORL,34,494,17.6,.578,.378,.359,8.2,24.0,16.0,4.1,2.4,7.3,8.6,17.2,,0.5,1.1,1.6,.158,,-0.2,2.5,2.4,0.5,isaacjo01
224,Jaden Ivey,SG,21,DET,47,1304,14.0,.568,.362,.348,5.4,10.3,7.8,19.8,1.2,1.8,15.4,24.4,,0.4,0.4,0.9,.032,,-0.4,-1.7,-2.2,-0.1,iveyja01
225,Andre Jackson Jr.,SG,22,MIL,41,467,9.0,.636,.450,.138,8.7,11.7,10.2,10.4,1.2,0.7,19.1,9.5,,0.6,0.3,0.9,.091,,-3.0,-0.3,-3.3,-0.1,jacksan01
226,GG Jackson II,PF,19,MEM,20,367,14.6,.562,.526,.312,5.5,15.9,10.5,7.0,1.3,2.8,8.4,22.4,,0.1,0.4,0.6,.074,,0.1,-0.7,-0.7,0.1,jacksgg01
227,Isaiah Jackson,C,22,IND,40,525,21.1,.682,.019,.444,12.8,22.2,17.5,8.9,2.2,6.6,12.2,17.5,,1.4,0.7,2.1,.193,,-0.2,1.8,1.6,0.5,jacksis01
228,Jaren Jackson Jr.,C,24,MEM,48,1526,17.1,.559,.324,.369,4.0,15.5,9.5,11.6,1.6,4.6,10.2,29.9,,0.2,2.1,2.3,.071,,-0.3,0.5,0.1,0.8,jacksja02
229,Reggie Jackson,PG,33,DEN,52,1205,12.9,.544,.373,.131,2.0,8.1,5.1,23.2,1.2,0.6,11.5,21.4,,0.8,1.0,1.8,.072,,-0.9,-1.3,-2.2,-0.1,jacksre01
230,Trayce Jackson-Davis,PF,23,GSW,37,491,20.7,.685,.000,.439,12.7,20.5,16.6,9.8,1.2,5.5,12.4,17.2,,1.2,0.6,1.9,.184,,0.7,0.8,1.5,0.4,jackstr02
231,LeBron James,PF,39,LAL,47,1642,22.3,.608,.300,.304,2.9,19.7,11.7,35.2,1.8,1.5,13.7,29.3,,2.6,2.0,4.6,.135,,4.9,0.9,5.7,3.2,jamesle01
232,Jaime Jaquez Jr.,SF,22,MIA,46,1356,12.8,.581,.288,.245,4.6,10.3,7.4,13.5,1.8,0.8,13.1,19.4,,0.7,1.6,2.2,.079,,-2.3,-0.1,-2.3,-0.1,jaqueja01
233,DaQuan Jeffries,SG,26,NYK,10,30,5.0,.427,.417,.167,0.0,18.4,9.2,9.5,0.0,0.0,7.2,19.7,,-0.1,0.0,0.0,-0.042,,-5.1,-1.5,-6.6,0.0,jeffrda01
234,Trey Jemison,C,24,TOT,6,85,9.2,.515,.000,.143,11.2,10.6,11.0,3.4,1.7,5.4,18.3,13.8,,0.0,0.1,0.1,.042,,-7.1,-0.6,-7.6,-0.1,jemistr01
234,Trey Jemison,C,24,WAS,2,1,-35.9,,,,0.0,100.0,53.4,0.0,0.0,0.0,100.0,42.1,,0.0,0.0,0.0,-1.191,,-30.5,-3.6,-34.1,0.0,jemistr01
234,Trey Jemison,C,24,MEM,4,84,9.8,.515,.000,.143,11.3,9.5,10.5,3.5,1.7,5.5,15.2,13.5,,0.0,0.1,0.1,.057,,-6.8,-0.5,-7.3,-0.1,jemistr01
235,Ty Jerome,SG,26,CLE,2,15,7.6,.500,.250,.000,7.5,0.0,3.7,26.6,0.0,0.0,20.0,14.4,,0.0,0.0,0.0,.054,,-4.3,-0.6,-4.8,0.0,jeromty01
236,Isaiah Joe,SG,24,OKC,47,883,13.7,.637,.744,.126,2.5,11.3,7.1,7.7,1.6,1.4,8.1,17.0,,1.2,1.0,2.2,.120,,1.5,-0.2,1.3,0.7,joeis01
237,Cameron Johnson,PF,27,BRK,40,1138,14.7,.584,.549,.138,4.0,14.2,8.9,13.4,1.4,0.8,7.6,19.4,,1.5,0.8,2.3,.099,,1.2,-0.6,0.6,0.7,johnsca02
238,Jalen Johnson,SF,22,ATL,37,1242,16.0,.600,.284,.220,3.9,24.4,13.7,14.0,1.9,2.0,12.2,18.1,,1.5,1.0,2.5,.097,,0.2,0.8,1.0,1.0,johnsja05
239,James Johnson,PF,36,IND,5,24,11.5,.400,.200,.000,4.8,14.4,9.6,23.3,7.8,0.0,28.6,12.1,,0.0,0.0,0.0,.052,,-5.2,4.6,-0.6,0.0,johnsja01
240,Keldon Johnson,SF,24,SAS,48,1448,14.4,.555,.391,.261,5.2,16.0,10.5,15.2,1.3,0.9,9.7,22.7,,0.7,0.9,1.7,.055,,-0.6,-1.5,-2.1,0.0,johnske04
241,Keon Johnson,SG,21,BRK,2,35,13.4,.588,.455,.364,6.0,3.2,4.6,3.8,4.2,2.6,13.6,18.0,,0.0,0.0,0.1,.091,,-1.6,0.8,-0.8,0.0,johnske07
242,Keyontae Johnson,SF,23,OKC,7,57,0.7,.375,.167,.000,6.2,5.6,5.9,8.2,0.0,0.0,25.0,12.2,,-0.1,0.0,-0.1,-0.074,,-7.7,-3.0,-10.7,-0.1,johnske08
243,Nikola Jokić,C,28,DEN,50,1693,31.8,.654,.167,.328,10.2,29.8,20.2,43.7,1.7,2.4,13.0,29.7,,7.7,2.9,10.7,.302,,9.8,4.4,14.1,6.9,jokicni01
244,Colby Jones,SG,21,SAC,16,114,6.3,.387,.302,.116,9.6,12.2,10.9,10.4,1.7,0.8,10.0,18.7,,-0.2,0.1,-0.1,-0.040,,-6.4,-1.3,-7.7,-0.2,jonesco02
245,Damian Jones,C,28,CLE,24,147,12.9,.624,.219,.344,6.9,17.6,12.4,9.7,1.0,6.1,19.6,13.5,,0.1,0.3,0.4,.129,,-3.5,2.7,-0.7,0.0,jonesda03
246,Derrick Jones Jr.,SF,26,DAL,47,1210,12.3,.599,.500,.250,5.0,11.0,7.9,5.5,1.5,2.6,9.7,15.3,,1.1,1.0,2.1,.082,,-0.9,-0.5,-1.4,0.2,jonesde02
247,Herbert Jones,SF,25,NOP,46,1306,13.4,.618,.442,.253,4.5,9.5,7.0,11.4,1.9,3.1,11.8,15.1,,1.8,1.6,3.4,.125,,-0.5,1.0,0.4,0.8,joneshe01
248,Tre Jones,PG,24,SAS,47,1224,14.7,.580,.296,.216,2.9,10.2,6.5,31.0,1.8,0.4,14.4,16.0,,1.8,0.7,2.5,.096,,-0.6,-0.5,-1.2,0.3,jonestr01
249,Tyus Jones,PG,27,WAS,50,1424,16.4,.573,.356,.064,1.1,9.6,5.3,31.0,1.9,0.9,7.8,17.1,,2.4,0.6,3.0,.101,,1.1,-0.5,0.5,0.9,jonesty01
250,DeAndre Jordan,C,35,DEN,27,317,16.2,.614,.000,.644,16.5,27.7,22.2,8.2,0.8,3.5,16.9,15.5,,0.4,0.5,0.9,.140,,-1.8,-0.2,-2.0,0.0,jordade01
251,Cory Joseph,PG,32,GSW,26,296,6.1,.470,.656,.109,2.2,8.8,5.5,17.4,0.7,0.9,15.2,11.2,,0.0,0.1,0.2,.028,,-4.0,-0.7,-4.7,-0.2,josepco01
252,Nikola Jović,PF,20,MIA,20,320,10.1,.516,.489,.217,5.9,23.3,14.5,15.9,0.9,2.1,15.9,16.6,,-0.1,0.4,0.4,.055,,-2.9,1.1,-1.8,0.0,jovicni01
253,Johnny Juzang,SG,22,UTA,2,6,-13.6,.000,1.000,.000,0.0,0.0,0.0,18.9,0.0,0.0,0.0,20.8,,-0.1,0.0,-0.1,-0.417,,-16.2,-9.3,-25.4,0.0,juzanjo01
254,Luke Kennard,SG,27,MEM,24,585,13.1,.624,.755,.109,1.6,12.7,6.9,19.2,0.9,0.2,10.7,16.5,,0.8,0.5,1.3,.104,,0.8,-0.5,0.3,0.3,kennalu01
255,Walker Kessler,C,22,UTA,45,1044,18.7,.663,.063,.283,12.2,23.0,17.7,5.1,1.0,10.4,13.3,13.1,,1.7,1.5,3.2,.146,,-0.3,2.0,1.7,1.0,kesslwa01
256,Braxton Key,SF,26,DEN,14,45,13.4,.463,.286,.357,5.1,19.5,12.4,22.2,2.2,0.0,5.8,16.6,,0.0,0.1,0.1,.116,,-1.6,0.7,-0.9,0.0,keybr01
257,Corey Kispert,SF,24,WAS,49,1086,12.7,.621,.626,.202,1.5,9.9,5.7,9.7,0.7,0.6,10.0,20.2,,0.8,0.1,0.9,.041,,-0.2,-2.4,-2.6,-0.2,kispeco01
258,Maxi Kleber,C,32,DAL,17,362,8.5,.577,.577,.254,3.6,12.3,7.9,11.1,0.8,3.2,17.7,11.3,,0.1,0.3,0.4,.052,,-2.7,0.3,-2.4,0.0,klebima01
259,Kevin Knox,SF,24,DET,31,560,9.8,.570,.505,.118,3.6,11.7,7.6,5.7,1.1,1.0,10.1,16.4,,0.2,0.2,0.3,.026,,-2.7,-1.9,-4.6,-0.4,knoxke01
260,John Konchar,SF,27,MEM,41,785,11.0,.509,.576,.097,6.3,18.3,12.1,12.6,1.8,4.4,14.3,9.6,,0.3,1.2,1.5,.090,,-2.7,2.1,-0.6,0.3,konchjo01
261,Furkan Korkmaz,SG,26,PHI,35,300,9.1,.519,.526,.263,1.5,9.6,5.5,10.7,2.3,0.9,10.5,13.5,,0.0,0.3,0.3,.055,,-3.2,0.4,-2.7,-0.1,korkmfu01
262,Luke Kornet,C,28,BOS,35,535,18.7,.716,.000,.277,13.9,14.1,14.0,7.5,1.3,5.9,11.3,11.4,,1.6,0.9,2.5,.226,,0.8,2.2,3.0,0.7,kornelu01
263,Jonathan Kuminga,PF,21,GSW,48,1210,16.9,.608,.228,.373,5.3,14.6,10.0,10.9,1.4,1.5,11.2,23.9,,1.6,1.1,2.7,.106,,0.2,-0.6,-0.4,0.5,kuminjo01
264,Kyle Kuzma,PF,28,WAS,49,1543,15.7,.541,.362,.164,3.3,18.8,10.9,21.2,0.7,1.7,11.5,30.6,,-0.8,0.7,-0.1,-0.004,,0.4,-2.1,-1.7,0.1,kuzmaky01
265,Jock Landale,C,28,HOU,28,256,10.5,.448,.258,.227,14.4,9.3,11.8,8.2,1.3,4.0,12.1,13.8,,0.0,0.3,0.4,.070,,-3.6,-0.1,-3.7,-0.1,landajo01
266,Jake LaRavia,PF,22,MEM,11,122,4.8,.447,.558,.093,6.1,8.4,7.2,7.3,0.4,0.8,8.2,17.2,,-0.1,0.1,-0.1,-0.021,,-6.9,-1.7,-8.6,-0.2,laravja01
267,Zach LaVine,SG,28,CHI,25,872,15.1,.578,.449,.274,1.0,15.9,8.3,17.1,1.2,0.9,11.0,23.8,,0.7,0.8,1.5,.083,,0.6,-0.5,0.0,0.4,lavinza01
268,A.J. Lawson,SG,23,DAL,24,219,12.3,.561,.481,.241,5.0,9.2,7.0,8.3,2.0,1.2,10.3,19.0,,0.1,0.2,0.3,.055,,-2.1,-1.2,-3.3,-0.1,lawsoaj01
269,Saben Lee,PG,24,PHO,12,76,14.9,.526,.227,.773,8.1,10.0,9.1,20.6,1.9,3.5,14.5,19.7,,0.1,0.1,0.2,.101,,-1.1,0.3,-0.8,0.0,leesa01
270,Alex Len,C,30,SAC,18,152,15.3,.599,.069,.345,16.6,25.1,20.7,16.8,0.9,4.8,24.8,12.4,,0.2,0.2,0.4,.129,,-1.9,1.6,-0.2,0.1,lenal01
271,Kawhi Leonard,SF,32,LAC,46,1582,24.1,.640,.302,.247,4.0,16.2,10.3,17.1,2.4,2.4,7.6,25.9,,4.8,2.2,7.0,.213,,5.5,1.2,6.7,3.5,leonaka01
272,Caris LeVert,SG,29,CLE,40,1108,14.6,.528,.413,.243,1.9,11.9,7.0,22.1,1.8,1.2,9.7,24.2,,0.6,1.7,2.3,.099,,-0.6,0.7,0.1,0.6,leverca01
273,Kira Lewis Jr.,PG,22,TOT,16,146,5.5,.387,.385,.212,3.0,7.6,5.3,15.7,1.7,0.7,12.3,19.1,,-0.3,0.1,-0.1,-0.044,,-6.6,-0.9,-7.5,-0.2,lewiski01
273,Kira Lewis Jr.,PG,22,NOP,15,144,5.7,.387,.385,.212,3.1,7.7,5.4,15.9,1.7,0.7,12.3,19.3,,-0.3,0.1,-0.1,-0.044,,-6.4,-0.9,-7.3,-0.2,lewiski01
273,Kira Lewis Jr.,PG,22,TOR,1,2,-7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.004,,-22.0,0.1,-21.9,0.0,lewiski01
274,Maxwell Lewis,SF,21,LAL,18,67,-1.8,.292,.250,.000,1.7,3.2,2.5,5.3,1.4,0.0,29.4,10.9,,-0.2,0.0,-0.2,-0.131,,-9.2,-2.3,-11.5,-0.2,lewisma05
275,E.J. Liddell,PF,23,NOP,8,23,4.2,.291,.833,.333,0.0,24.0,12.0,5.1,4.2,8.5,22.5,16.6,,-0.1,0.1,0.0,-0.089,,-8.6,4.1,-4.5,0.0,liddeej01
276,Damian Lillard,PG,33,MIL,47,1663,19.9,.598,.490,.447,1.8,11.0,6.5,27.0,1.4,0.5,10.9,28.1,,4.0,1.0,5.1,.147,,3.4,-1.5,2.0,1.7,lillada01
277,Nassir Little,SF,23,PHO,30,399,10.5,.594,.566,.202,4.3,13.9,9.4,6.2,1.2,2.0,10.0,13.0,,0.3,0.4,0.7,.086,,-2.1,-0.3,-2.4,-0.1,littlna01
278,Dereck Lively II,C,19,DAL,36,935,17.1,.726,.010,.281,12.1,21.5,16.7,6.9,1.2,4.7,15.6,12.3,,2.1,1.1,3.2,.163,,-0.8,0.2,-0.5,0.3,livelde01
279,Isaiah Livers,PF,25,DET,23,469,5.1,.460,.664,.155,3.5,8.1,5.8,6.8,1.3,0.9,11.4,12.6,,-0.3,0.1,-0.2,-0.022,,-5.0,-1.5,-6.5,-0.5,liveris01
280,Chris Livingston,SF,20,MIL,14,60,8.7,.571,.071,.143,3.8,19.6,11.9,8.3,1.6,0.0,16.8,12.6,,0.0,0.1,0.1,.049,,-4.8,-0.9,-5.7,-0.1,livinch01
281,Kenneth Lofton Jr.,PF,21,TOT,17,108,6.0,.413,.279,.349,2.0,16.8,9.2,19.6,1.3,2.6,13.9,22.9,,-0.3,0.1,-0.2,-0.069,,-6.9,0.0,-6.9,-0.1,loftoke01
281,Kenneth Lofton Jr.,PF,21,MEM,15,99,8.3,.447,.270,.405,2.1,15.0,8.3,21.4,1.5,2.8,12.1,21.5,,-0.1,0.1,0.0,-0.013,,-5.4,0.9,-4.5,-0.1,loftoke01
281,Kenneth Lofton Jr.,PF,21,PHI,2,9,-19.6,.167,.333,.000,0.0,36.9,18.4,0.0,0.0,0.0,25.0,37.9,,-0.1,0.0,-0.1,-0.694,,-23.3,-9.3,-32.6,-0.1,loftoke01
282,Kevon Looney,C,27,GSW,49,919,15.5,.637,.006,.333,13.7,24.6,19.2,15.2,1.2,1.8,16.0,10.9,,2.1,1.1,3.1,.164,,-0.3,1.3,1.1,0.7,looneke01
283,Brook Lopez,C,35,MIL,49,1556,15.3,.606,.499,.175,5.6,13.2,9.5,6.8,0.9,7.0,7.8,15.8,,2.1,1.7,3.8,.118,,0.3,0.9,1.2,1.3,lopezbr01
284,Robin Lopez,C,35,MIL,16,65,6.5,.453,.421,.105,5.2,3.3,4.2,7.6,0.7,3.8,9.1,14.3,,0.0,0.0,0.0,.001,,-4.7,-1.4,-6.1,-0.1,lopezro01
285,Kevin Love,PF,35,MIA,41,726,18.1,.596,.698,.351,6.7,33.2,19.8,19.8,1.0,0.9,9.6,20.9,,1.4,1.1,2.5,.168,,2.7,0.9,3.5,1.0,loveke01
286,Kyle Lowry,PG,37,MIA,37,1037,10.8,.582,.665,.174,2.7,11.5,7.0,19.6,1.9,1.4,16.9,13.4,,0.7,1.3,2.0,.091,,-2.1,1.1,-1.0,0.3,lowryky01
287,Seth Lundy,SF,23,ATL,9,52,0.1,.373,.765,.235,2.0,13.0,7.3,0.0,0.0,0.0,5.1,15.5,,-0.1,0.0,-0.1,-0.093,,-7.8,-5.0,-12.9,-0.1,lundyse01
288,Trey Lyles,PF,28,SAC,36,725,12.4,.622,.734,.212,5.2,20.1,12.4,8.4,0.7,1.2,9.0,14.3,,1.0,0.6,1.5,.102,,0.2,-0.8,-0.6,0.3,lylestr01
289,Théo Maledon,PG,22,TOT,14,201,3.7,.374,.448,.179,2.1,11.3,6.4,18.5,1.7,0.0,17.2,18.8,,-0.5,0.0,-0.5,-0.119,,-8.0,-2.1,-10.0,-0.4,maledth01
289,Théo Maledon,PG,22,CHO,13,200,3.9,.379,.455,.182,2.1,11.3,6.5,18.6,1.7,0.0,17.4,18.7,,-0.5,0.0,-0.5,-0.114,,-7.9,-2.0,-9.8,-0.4,maledth01
289,Théo Maledon,PG,22,PHO,1,1,-37.4,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,,0.0,0.0,0.0,-1.021,,-32.4,-17.4,-49.7,0.0,maledth01
290,Sandro Mamukelashvili,C,24,SAS,27,181,14.7,.514,.541,.262,9.4,20.6,14.9,20.3,1.0,3.8,10.5,17.6,,0.2,0.2,0.3,.088,,-0.8,0.3,-0.6,0.1,mamuksa01
291,Terance Mann,SG,27,LAC,44,1095,10.2,.564,.451,.173,5.7,8.5,7.2,9.0,1.1,0.9,8.3,12.9,,1.2,0.8,2.0,.088,,-1.7,-0.5,-2.2,-0.1,mannte01
292,Tre Mann,PG,22,OKC,13,119,14.2,.606,.475,.025,4.0,18.0,11.3,22.3,1.2,0.0,18.2,18.1,,0.1,0.1,0.2,.101,,0.4,-0.3,0.1,0.1,manntr01
293,Boban Marjanović,C,35,HOU,9,48,16.2,.486,.095,.286,13.6,36.1,24.8,12.8,0.0,1.9,7.8,22.9,,0.0,0.1,0.1,.086,,-1.8,-1.7,-3.5,0.0,marjabo01
294,Lauri Markkanen,PF,26,UTA,43,1406,22.7,.652,.501,.313,7.9,20.5,14.3,9.3,1.3,1.3,6.7,24.8,,4.6,1.1,5.6,.193,,5.8,-1.1,4.7,2.4,markkla01
295,Naji Marshall,SF,26,NOP,41,760,12.8,.562,.387,.328,5.8,14.8,10.3,14.4,1.8,0.9,14.1,17.7,,0.6,0.9,1.5,.094,,-1.5,0.0,-1.5,0.1,marshna01
296,Caleb Martin,SF,28,MIA,35,923,11.5,.544,.354,.189,5.1,14.8,9.9,12.1,1.4,1.1,10.9,17.6,,0.2,1.1,1.3,.070,,-2.1,-0.1,-2.2,-0.1,martica02
297,Cody Martin,SF,28,CHO,18,468,9.7,.472,.403,.187,2.9,11.7,7.1,18.1,2.2,2.1,13.8,16.2,,-0.3,0.2,-0.1,-0.006,,-3.8,0.0,-3.8,-0.2,martico01
298,KJ Martin,SF,23,TOT,36,349,8.4,.543,.191,.292,2.9,10.8,6.8,9.2,2.0,0.8,13.7,14.2,,0.0,0.4,0.3,.042,,-5.3,-0.2,-5.5,-0.3,martike04
298,KJ Martin,SF,23,LAC,2,31,6.8,.460,.500,.200,3.8,7.1,5.5,4.2,3.2,2.9,15.5,18.1,,-0.1,0.0,0.0,-0.027,,-7.0,0.7,-6.3,0.0,martike04
298,KJ Martin,SF,23,PHI,34,318,8.5,.553,.152,.304,2.8,11.2,6.9,9.7,1.8,0.6,13.5,13.9,,0.0,0.3,0.3,.049,,-5.2,-0.3,-5.5,-0.3,martike04
299,Garrison Mathews,SG,27,ATL,35,447,7.0,.663,.924,.130,2.1,8.6,5.2,4.4,1.0,0.8,13.4,10.3,,0.3,0.0,0.4,.042,,-2.9,-1.0,-3.9,-0.2,mathega01
300,Bennedict Mathurin,SF,21,IND,50,1287,13.1,.568,.309,.335,4.4,12.6,8.5,9.7,1.0,0.6,11.2,23.3,,0.7,0.4,1.1,.041,,-1.1,-2.5,-3.6,-0.5,mathube01
301,Wesley Matthews,SG,37,ATL,21,232,5.5,.451,.783,.413,1.8,11.7,6.5,6.6,2.0,1.5,9.9,10.6,,-0.1,0.1,0.0,.009,,-5.3,0.1,-5.2,-0.2,matthwe02
302,Tyrese Maxey,PG,23,PHI,46,1707,20.0,.577,.414,.289,1.6,8.8,5.2,26.7,1.3,1.3,6.7,27.3,,4.1,1.4,5.5,.154,,4.2,-1.2,3.0,2.2,maxeyty01
303,Skylar Mays,PG-SG,26,TOT,27,393,12.3,.470,.342,.114,2.7,9.1,5.7,31.5,2.1,0.7,10.8,19.0,,0.1,0.3,0.4,.044,,-1.8,-0.3,-2.1,0.0,mayssk01
303,Skylar Mays,PG,26,POR,21,356,11.8,.457,.355,.123,2.7,9.5,5.9,31.7,1.9,0.8,11.0,19.5,,0.0,0.2,0.2,.029,,-2.0,-0.5,-2.5,0.0,mayssk01
303,Skylar Mays,SG,26,LAL,6,37,17.4,.636,.182,.000,3.1,5.8,4.5,29.8,3.9,0.0,8.3,14.0,,0.1,0.0,0.1,.186,,-0.1,2.5,2.4,0.0,mayssk01
304,Miles McBride,PG,23,NYK,39,475,13.3,.576,.576,.105,2.1,6.3,4.2,12.4,2.2,0.6,7.0,19.2,,0.7,0.5,1.2,.123,,-0.6,0.9,0.3,0.3,mcbrimi01
305,CJ McCollum,PG,32,NOP,37,1186,18.6,.610,.539,.165,2.1,12.9,7.5,21.4,1.8,2.5,9.7,23.5,,2.2,1.5,3.7,.149,,3.6,0.6,4.2,1.9,mccolcj01
306,T.J. McConnell,PG,31,IND,42,731,18.6,.558,.067,.166,3.4,13.7,8.5,41.5,2.8,0.4,17.2,20.9,,1.2,0.6,1.8,.117,,1.2,-0.1,1.1,0.6,mccontj01
307,Jaden McDaniels,SF,23,MIN,42,1213,9.7,.596,.393,.096,3.2,7.2,5.3,6.7,1.5,1.5,12.3,15.7,,0.3,1.8,2.1,.085,,-2.9,0.8,-2.1,0.0,mcdanja02
308,Jalen McDaniels,SF,26,TOR,31,286,4.6,.421,.500,.192,3.4,12.2,7.7,7.3,1.9,0.9,13.1,19.5,,-0.6,0.2,-0.4,-0.074,,-7.4,-1.5,-8.9,-0.5,mcdanja01
309,Doug McDermott,SF,32,SAS,46,700,9.5,.620,.805,.079,1.2,6.3,3.7,11.1,0.7,0.2,9.7,14.8,,0.5,0.1,0.6,.042,,-1.2,-2.0,-3.2,-0.2,mcderdo01
310,JaVale McGee,C,36,SAC,38,307,18.8,.634,.034,.371,13.2,27.8,20.4,6.9,1.4,5.6,18.7,23.0,,0.2,0.5,0.6,.097,,-1.9,0.3,-1.6,0.0,mcgeeja01
311,Bryce McGowens,SG,21,CHO,41,672,8.9,.576,.462,.310,2.4,10.6,6.3,8.1,1.1,0.5,11.0,14.1,,0.3,0.1,0.4,.025,,-3.9,-1.5,-5.4,-0.6,mcgowbr01
312,Jordan McLaughlin,PG,27,MIN,30,279,14.6,.522,.568,.108,4.4,8.9,6.8,25.5,3.9,1.6,12.4,14.0,,0.3,0.6,0.9,.157,,0.6,4.4,5.0,0.5,mclaujo01
313,De'Anthony Melton,SG,25,PHI,33,959,13.1,.540,.588,.229,3.1,12.1,7.6,14.7,2.7,1.4,9.5,17.7,,0.7,1.2,1.9,.096,,-0.7,1.0,0.3,0.6,meltode01
314,Nathan Mensah,C,25,CHO,24,289,4.9,.479,.000,.480,10.3,13.6,11.8,3.8,1.0,4.4,31.6,6.6,,-0.1,0.1,0.1,.011,,-8.8,-0.2,-9.0,-0.5,mensana01
315,Sam Merrill,SG,27,CLE,35,558,15.4,.636,.862,.049,2.8,9.9,6.4,13.9,1.1,0.2,4.6,18.6,,1.3,0.7,2.0,.171,,2.6,-0.1,2.6,0.6,merrisa01
316,Chimezie Metu,C,26,PHO,37,447,13.9,.621,.392,.331,6.6,20.9,14.2,5.8,2.1,1.8,15.3,17.1,,0.4,0.6,1.0,.103,,-1.6,0.2,-1.4,0.1,metuch01
317,Vasilije Micić,PG,30,OKC,30,361,7.9,.498,.495,.209,0.3,6.8,3.7,25.7,1.2,0.8,22.6,15.5,,-0.2,0.3,0.1,.019,,-4.0,-1.4,-5.4,-0.3,micicva01
318,Khris Middleton,SF,32,MIL,43,1129,16.7,.590,.388,.191,2.6,14.9,9.0,27.2,1.6,0.9,14.2,23.6,,1.4,0.9,2.4,.101,,0.9,-0.3,0.7,0.8,middlkh01
319,Brandon Miller,SF,21,CHO,44,1383,12.6,.552,.433,.158,2.8,11.7,7.0,11.2,1.3,1.5,9.7,22.9,,0.0,0.3,0.4,.013,,-1.2,-2.0,-3.2,-0.4,millebr02
320,Jordan Miller,SF,24,LAC,4,16,12.1,.700,.200,.000,14.7,6.8,10.6,0.0,0.0,0.0,16.7,16.3,,0.0,0.0,0.0,.083,,-1.0,-4.4,-5.4,0.0,millejo02
321,Leonard Miller,SF,20,MIN,6,21,28.6,.750,.300,.000,5.8,46.2,27.3,9.1,2.3,4.2,9.1,23.1,,0.0,0.1,0.1,.261,,3.6,5.2,8.8,0.1,millele01
322,Dariq Whitehead,SF,19,BRK,2,24,4.8,.255,.600,.400,0.0,18.5,9.0,15.1,0.0,3.7,0.0,10.5,,0.0,0.0,0.0,-0.031,,-5.6,-2.4,-8.0,0.0,whiteda01
323,Patty Mills,PG,35,ATL,19,202,6.5,.500,.667,.000,2.6,8.4,5.4,8.5,2.1,0.4,13.6,11.9,,-0.1,0.1,0.0,.004,,-4.3,0.3,-4.0,-0.1,millspa02
324,Shake Milton,SG,27,MIN,38,491,8.2,.496,.331,.275,1.8,9.7,6.0,14.1,1.6,0.9,13.5,18.6,,-0.3,0.8,0.4,.042,,-4.9,0.7,-4.3,-0.3,miltosh01
325,Justin Minaya,SF,24,POR,15,138,4.8,.365,.636,.273,5.4,7.8,6.5,5.6,1.8,3.3,14.0,8.8,,-0.1,0.1,0.0,-0.010,,-5.4,-0.2,-5.6,-0.1,minayju01
326,Josh Minott,SF,21,MIN,16,50,19.2,.590,.286,.571,4.9,4.3,4.6,9.2,2.0,5.3,3.7,24.1,,0.1,0.1,0.2,.202,,0.4,1.7,2.1,0.1,minotjo01
327,Davion Mitchell,PG,25,SAC,40,514,6.7,.480,.503,.159,1.3,7.6,4.4,17.4,0.8,0.4,12.4,14.7,,-0.1,0.2,0.1,.014,,-4.7,-1.1,-5.9,-0.5,mitchda01
328,Donovan Mitchell,SG,27,CLE,41,1452,23.8,.601,.438,.278,3.1,13.7,8.5,29.4,2.6,1.4,10.7,32.4,,3.3,2.6,5.9,.195,,5.7,1.8,7.5,3.5,mitchdo01
329,Evan Mobley,PF,22,CLE,27,851,19.2,.628,.055,.257,8.4,27.0,17.9,13.6,1.3,4.1,13.9,20.2,,1.3,1.8,3.1,.173,,0.2,2.3,2.4,1.0,mobleev01
330,Isaiah Mobley,PF,24,CLE,3,14,15.9,.625,.500,.000,0.0,15.4,7.9,38.5,3.5,0.0,20.0,15.5,,0.0,0.0,0.1,.191,,0.6,4.5,5.2,0.0,mobleis01
331,Malik Monk,SG,25,SAC,49,1259,16.0,.578,.518,.254,1.6,10.6,6.0,29.9,1.1,2.2,14.0,24.6,,1.5,0.9,2.4,.092,,2.0,-0.9,1.1,0.9,monkma01
332,Moses Moody,SG,21,GSW,37,659,14.6,.597,.483,.239,6.7,11.6,9.2,6.8,1.8,1.9,9.3,18.5,,0.8,0.6,1.5,.106,,0.6,0.2,0.8,0.5,moodymo01
333,Xavier Moon,SG,29,LAC,2,12,6.9,.500,.500,.000,0.0,18.2,9.5,30.6,0.0,0.0,33.3,10.9,,0.0,0.0,0.0,.027,,-3.4,1.1,-2.3,0.0,moonxa01
